Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,is_holiday,day_of_week,is_weekend,month,year,season_num,sales_lag_1,customers_lag_1,sales_lag_7,customers_lag_7,sales_lag_14,customers_lag_14,sales_lag_21,customers_lag_21,sales_lag_28,customers_lag_28,sales_roll_mean_7,sales_roll_std_7,ds,y
2012-08-17,31.0,240.0,9.63,0,58840.0,0,4,0,8,2012,2,79361.0,252.0,53911.0,252.0,59139.0,231.0,67097.0,239.0,53759.0,217.0,57831.857142857145,12299.400831321982,2012-08-17,58840.0
2012-08-18,26.0,286.0,7.19,0,55232.0,0,5,1,8,2012,2,58840.0,240.0,71035.0,289.0,66645.0,310.0,69754.0,301.0,61388.0,305.0,58536.0,12178.013494271827,2012-08-18,55232.0
2012-08-19,34.0,218.0,9.87,0,65389.0,0,6,1,8,2012,2,55232.0,286.0,52517.0,248.0,68447.0,243.0,71237.0,214.0,58726.0,222.0,56278.42857142857,10869.215624216604,2012-08-19,65389.0
2012-08-20,26.0,143.0,9.13,0,51590.0,0,0,0,8,2012,2,65389.0,218.0,48202.0,181.0,54153.0,172.0,56619.0,180.0,60517.0,184.0,58117.28571428572,11210.289079149354,2012-08-20,51590.0
2012-08-21,18.0,168.0,11.23,0,61107.0,0,1,0,8,2012,2,51590.0,143.0,51847.0,172.0,52186.0,172.0,45829.0,172.0,53215.0,184.0,58601.28571428572,10775.560800785664,2012-08-21,61107.0
2012-08-22,23.0,168.0,11.51,0,52338.0,0,2,0,8,2012,2,61107.0,168.0,47950.0,181.0,59029.0,206.0,57814.0,218.0,60523.0,205.0,59924.142857142855,10368.902504260377,2012-08-22,52338.0
2012-08-23,31.0,190.0,8.09,0,56459.0,0,3,0,8,2012,2,52338.0,168.0,79361.0,252.0,54063.0,189.0,66691.0,222.0,55644.0,209.0,60551.0,9630.711742476078,2012-08-23,56459.0
2012-08-24,49.0,257.0,12.94,0,61924.0,0,4,0,8,2012,2,56459.0,190.0,58840.0,240.0,53911.0,252.0,59139.0,231.0,67097.0,239.0,57279.28571428572,4907.531888647826,2012-08-24,61924.0
2012-08-25,35.0,345.0,9.75,0,74817.0,0,5,1,8,2012,2,61924.0,257.0,55232.0,286.0,71035.0,289.0,66645.0,310.0,69754.0,301.0,57719.857142857145,5200.6735919036355,2012-08-25,74817.0
2012-08-26,31.0,244.0,14.87,0,70306.0,0,6,1,8,2012,2,74817.0,345.0,65389.0,218.0,52517.0,248.0,68447.0,243.0,71237.0,214.0,60517.71428571428,8099.473886499988,2012-08-26,70306.0
2012-08-27,15.0,164.0,9.36,0,49529.0,0,0,0,8,2012,2,70306.0,244.0,51590.0,143.0,48202.0,181.0,54153.0,172.0,56619.0,180.0,61220.142857142855,8777.206606291307,2012-08-27,49529.0
2012-08-28,19.0,164.0,10.72,0,55764.0,0,1,0,8,2012,2,49529.0,164.0,61107.0,168.0,51847.0,172.0,52186.0,172.0,45829.0,172.0,60925.71428571428,9179.437958725752,2012-08-28,55764.0
2012-08-29,29.0,139.0,10.91,0,59431.0,0,2,0,8,2012,2,55764.0,164.0,52338.0,168.0,47950.0,181.0,59029.0,206.0,57814.0,218.0,60162.42857142857,9381.76139924593,2012-08-29,59431.0
2012-08-30,35.0,144.0,10.15,0,57705.0,0,3,0,8,2012,2,59431.0,139.0,56459.0,190.0,79361.0,252.0,54063.0,189.0,66691.0,222.0,61175.71428571428,8758.14622155255,2012-08-30,57705.0
2012-08-31,40.0,219.0,9.22,0,60339.0,0,4,0,8,2012,2,57705.0,144.0,61924.0,257.0,58840.0,240.0,53911.0,252.0,59139.0,231.0,61353.71428571428,8658.400809123388,2012-08-31,60339.0
2012-09-01,50.0,346.0,12.87,0,57587.0,0,5,1,9,2012,3,60339.0,219.0,74817.0,345.0,55232.0,286.0,71035.0,289.0,66645.0,310.0,61127.28571428572,8661.725746337266,2012-09-01,57587.0
2012-09-02,41.0,299.0,10.89,0,63844.0,0,6,1,9,2012,3,57587.0,346.0,70306.0,244.0,65389.0,218.0,52517.0,248.0,68447.0,243.0,58665.857142857145,6229.872776351361,2012-09-02,63844.0
2012-09-03,19.0,304.0,9.82,0,63584.0,1,0,0,9,2012,3,63844.0,299.0,49529.0,164.0,51590.0,143.0,48202.0,181.0,54153.0,172.0,57742.71428571428,4438.895835463504,2012-09-03,63584.0
2012-09-04,21.0,119.0,8.12,0,49566.0,0,1,0,9,2012,3,63584.0,304.0,55764.0,164.0,61107.0,168.0,51847.0,172.0,52186.0,172.0,59750.57142857143,3072.942718695051,2012-09-04,49566.0
2012-09-05,24.0,110.0,8.13,0,59376.0,0,2,0,9,2012,3,49566.0,119.0,59431.0,139.0,52338.0,168.0,47950.0,181.0,59029.0,206.0,58865.142857142855,4813.223432329295,2012-09-05,59376.0
2012-09-06,30.0,148.0,6.9,0,53397.0,0,3,0,9,2012,3,59376.0,110.0,57705.0,144.0,56459.0,190.0,79361.0,252.0,54063.0,189.0,58857.28571428572,4812.190551584787,2012-09-06,53397.0
2012-09-07,29.0,168.0,7.47,0,46680.0,0,4,0,9,2012,3,53397.0,148.0,60339.0,219.0,61924.0,257.0,58840.0,240.0,53911.0,252.0,58241.857142857145,5240.527308982416,2012-09-07,46680.0
2012-09-08,24.0,228.0,6.8,0,66426.0,0,5,1,9,2012,3,46680.0,168.0,57587.0,346.0,74817.0,345.0,55232.0,286.0,71035.0,289.0,56290.57142857143,6675.885455806417,2012-09-08,66426.0
2012-09-09,44.0,182.0,6.53,0,58921.0,0,6,1,9,2012,3,66426.0,228.0,63844.0,299.0,70306.0,244.0,65389.0,218.0,52517.0,248.0,57553.28571428572,7716.753780234401,2012-09-09,58921.0
2012-09-10,50.0,414.0,8.22,1,78926.0,0,0,0,9,2012,3,58921.0,182.0,63584.0,304.0,49529.0,164.0,51590.0,143.0,48202.0,181.0,56850.0,7258.615731207526,2012-09-10,78926.0
2012-09-11,60.0,473.0,5.89,1,107188.0,0,1,0,9,2012,3,78926.0,414.0,49566.0,119.0,55764.0,164.0,61107.0,168.0,51847.0,172.0,59041.71428571428,10988.651368787798,2012-09-11,107188.0
2012-09-12,43.0,461.0,8.57,1,59675.0,0,2,0,9,2012,3,107188.0,473.0,59376.0,110.0,59431.0,139.0,52338.0,168.0,47950.0,181.0,67273.42857142857,20324.24898044323,2012-09-12,59675.0
2012-09-13,25.0,156.0,9.14,0,51733.0,0,3,0,9,2012,3,59675.0,461.0,53397.0,148.0,57705.0,144.0,56459.0,190.0,79361.0,252.0,67316.14285714286,20305.19041549534,2012-09-13,51733.0
2012-09-14,29.0,173.0,8.37,0,53967.0,0,4,0,9,2012,3,51733.0,156.0,46680.0,168.0,60339.0,219.0,61924.0,257.0,58840.0,240.0,67078.42857142857,20504.067863533346,2012-09-14,53967.0
2012-09-15,32.0,250.0,9.47,0,72378.0,0,5,1,9,2012,3,53967.0,173.0,66426.0,228.0,57587.0,346.0,74817.0,345.0,55232.0,286.0,68119.42857142857,19453.914334970763,2012-09-15,72378.0
2012-09-16,25.0,182.0,7.09,0,55815.0,0,6,1,9,2012,3,72378.0,250.0,58921.0,182.0,63844.0,299.0,70306.0,244.0,65389.0,218.0,68969.71428571429,19497.58757482821,2012-09-16,55815.0
2012-09-17,20.0,123.0,5.81,0,49625.0,0,0,0,9,2012,3,55815.0,182.0,78926.0,414.0,63584.0,304.0,49529.0,164.0,51590.0,143.0,68526.0,19797.420707422134,2012-09-17,49625.0
2012-09-18,19.0,110.0,8.34,0,56618.0,0,1,0,9,2012,3,49625.0,123.0,107188.0,473.0,49566.0,119.0,55764.0,164.0,61107.0,168.0,64340.142857142855,20322.668791512686,2012-09-18,56618.0
2012-09-19,17.0,110.0,6.06,0,51181.0,0,2,0,9,2012,3,56618.0,110.0,59675.0,461.0,59376.0,110.0,59431.0,139.0,52338.0,168.0,57115.857142857145,7488.053828790021,2012-09-19,51181.0
2012-09-20,57.0,152.0,9.45,0,54540.0,0,3,0,9,2012,3,51181.0,110.0,51733.0,156.0,53397.0,148.0,57705.0,144.0,56459.0,190.0,55902.42857142857,7689.735102874523,2012-09-20,54540.0
2012-09-21,42.0,186.0,9.54,0,64774.0,0,4,0,9,2012,3,54540.0,152.0,53967.0,173.0,46680.0,168.0,60339.0,219.0,61924.0,257.0,56303.42857142857,7507.092487711027,2012-09-21,64774.0
2012-09-22,43.0,296.0,6.75,0,63478.0,0,5,1,9,2012,3,64774.0,186.0,72378.0,250.0,66426.0,228.0,57587.0,346.0,74817.0,345.0,57847.28571428572,8038.924507550436,2012-09-22,63478.0
2012-09-23,42.0,216.0,10.45,0,48914.0,0,6,1,9,2012,3,63478.0,296.0,55815.0,182.0,58921.0,182.0,63844.0,299.0,70306.0,244.0,56575.857142857145,5729.942042422727,2012-09-23,48914.0
2012-09-24,19.0,119.0,9.75,0,43814.17,0,0,0,9,2012,3,48914.0,216.0,49625.0,123.0,78926.0,414.0,63584.0,304.0,49529.0,164.0,55590.0,6433.184359242293,2012-09-24,43814.17
2012-09-25,21.0,106.0,8.21,0,49372.0,0,1,0,9,2012,3,43814.17,119.0,56618.0,110.0,107188.0,473.0,49566.0,119.0,55764.0,164.0,54759.88142857143,7600.22406786453,2012-09-25,49372.0
2012-09-26,21.0,119.0,11.81,0,45250.0,0,2,0,9,2012,3,49372.0,106.0,51181.0,110.0,59675.0,461.0,59376.0,110.0,59431.0,139.0,53724.73857142858,7795.901185991727,2012-09-26,45250.0
2012-09-27,38.0,131.0,6.77,0,51868.0,0,3,0,9,2012,3,45250.0,119.0,54540.0,152.0,51733.0,156.0,53397.0,148.0,57705.0,144.0,52877.45285714286,8416.073789415706,2012-09-27,51868.0
2012-09-28,37.0,182.0,9.9,0,69335.0,0,4,0,9,2012,3,51868.0,131.0,64774.0,186.0,53967.0,173.0,46680.0,168.0,60339.0,219.0,52495.73857142858,8388.650861635251,2012-09-28,69335.0
2012-09-29,45.0,292.0,9.13,0,66380.0,0,5,1,9,2012,3,69335.0,182.0,63478.0,296.0,72378.0,250.0,66426.0,228.0,57587.0,346.0,53147.310000000005,9592.097303998029,2012-09-29,66380.0
2012-09-30,24.0,182.0,10.86,0,61925.0,0,6,1,9,2012,3,66380.0,292.0,48914.0,216.0,55815.0,182.0,58921.0,182.0,63844.0,299.0,53561.88142857143,10158.968341736965,2012-09-30,61925.0
2012-10-01,15.0,102.0,9.78,0,44538.0,0,0,0,10,2012,3,61925.0,182.0,43814.17,119.0,49625.0,123.0,78926.0,414.0,63584.0,304.0,55420.59571428572,10355.216443132816,2012-10-01,44538.0
2012-10-02,24.0,123.0,7.06,0,55900.0,0,1,0,10,2012,3,44538.0,102.0,49372.0,106.0,56618.0,110.0,107188.0,473.0,49566.0,119.0,55524.0,10222.768460647032,2012-10-02,55900.0
2012-10-03,20.0,114.0,7.16,0,58416.0,0,2,0,10,2012,3,55900.0,123.0,45250.0,119.0,51181.0,110.0,59675.0,461.0,59376.0,110.0,56456.57142857143,9859.313834426513,2012-10-03,58416.0
2012-10-04,33.0,152.0,11.73,0,52914.0,0,3,0,10,2012,3,58416.0,114.0,51868.0,131.0,54540.0,152.0,51733.0,156.0,53397.0,148.0,58337.42857142857,8531.560698511194,2012-10-04,52914.0
2012-10-05,31.0,186.0,9.79,0,64401.0,0,4,0,10,2012,3,52914.0,152.0,69335.0,182.0,64774.0,186.0,53967.0,173.0,46680.0,168.0,58486.857142857145,8407.624881193084,2012-10-05,64401.0
2012-10-06,88.0,1225.67,8.87,1,153503.66,0,5,1,10,2012,3,64401.0,186.0,66380.0,292.0,63478.0,296.0,72378.0,250.0,66426.0,228.0,57782.0,7504.954519071595,2012-10-06,153503.66
2012-10-07,107.0,798.0,9.9,1,97231.0,0,6,1,10,2012,3,153503.66,1225.67,61925.0,182.0,48914.0,216.0,55815.0,182.0,58921.0,182.0,70228.23714285714,37287.832935248334,2012-10-07,97231.0
2012-10-08,34.0,497.0,11.48,1,78493.0,1,0,0,10,2012,3,97231.0,798.0,44538.0,102.0,43814.17,119.0,49625.0,123.0,78926.0,414.0,75271.95142857144,38350.199887221555,2012-10-08,78493.0
2012-10-09,22.0,102.0,8.52,0,62610.0,0,1,0,10,2012,3,78493.0,497.0,55900.0,123.0,49372.0,106.0,56618.0,110.0,107188.0,473.0,80122.66571428571,35882.95874147266,2012-10-09,62610.0
2012-10-10,18.0,106.0,10.96,0,49746.0,0,2,0,10,2012,3,62610.0,102.0,58416.0,114.0,45250.0,119.0,51181.0,110.0,59675.0,461.0,81081.23714285715,35211.37193218963,2012-10-10,49746.0
2012-10-11,40.0,149.0,8.02,0,56806.0,0,3,0,10,2012,3,49746.0,106.0,52914.0,152.0,51868.0,131.0,54540.0,152.0,51733.0,156.0,79842.66571428571,36277.83983336884,2012-10-11,56806.0
2012-10-12,45.0,234.0,10.86,0,60275.0,0,4,0,10,2012,3,56806.0,149.0,64401.0,186.0,69335.0,182.0,64774.0,186.0,53967.0,173.0,80398.66571428571,35823.31865310959,2012-10-12,60275.0
2012-10-13,35.0,318.0,10.97,0,71615.0,0,5,1,10,2012,3,60275.0,234.0,153503.66,1225.67,66380.0,292.0,63478.0,296.0,72378.0,250.0,79809.23714285715,36162.746916133525,2012-10-13,71615.0
2012-10-14,37.0,226.0,7.3,0,58551.0,0,6,1,10,2012,3,71615.0,318.0,97231.0,798.0,61925.0,182.0,48914.0,216.0,55815.0,182.0,68110.85714285714,15941.44748162864,2012-10-14,58551.0
2012-10-15,27.0,115.0,11.47,0,48499.0,0,0,0,10,2012,3,58551.0,226.0,78493.0,497.0,44538.0,102.0,43814.17,119.0,49625.0,123.0,62585.142857142855,9612.942723720138,2012-10-15,48499.0
2012-10-16,29.0,137.0,7.51,0,63233.0,0,1,0,10,2012,3,48499.0,115.0,62610.0,102.0,55900.0,123.0,49372.0,106.0,56618.0,110.0,58300.28571428572,7866.506037504532,2012-10-16,63233.0
2012-10-17,20.0,123.0,6.45,0,53068.0,0,2,0,10,2012,3,63233.0,137.0,49746.0,106.0,58416.0,114.0,45250.0,119.0,51181.0,110.0,58389.28571428572,7926.685829405331,2012-10-17,53068.0
2012-10-18,54.0,145.0,13.02,0,61053.0,0,3,0,10,2012,3,53068.0,123.0,56806.0,149.0,52914.0,152.0,51868.0,131.0,54540.0,152.0,58863.857142857145,7405.260032089162,2012-10-18,61053.0
2012-10-19,55.0,204.0,14.93,0,75176.0,0,4,0,10,2012,3,61053.0,145.0,60275.0,234.0,64401.0,186.0,69335.0,182.0,64774.0,186.0,59470.57142857143,7382.5030953180785,2012-10-19,75176.0
2012-10-20,64.0,383.0,15.54,0,92254.0,0,5,1,10,2012,3,75176.0,204.0,71615.0,318.0,153503.66,1225.67,66380.0,292.0,63478.0,296.0,61599.28571428572,9498.258800332582,2012-10-20,92254.0
2012-10-21,42.0,234.0,13.11,0,77484.0,0,6,1,10,2012,3,92254.0,383.0,58551.0,226.0,97231.0,798.0,61925.0,182.0,48914.0,216.0,64547.71428571428,14831.531048347482,2012-10-21,77484.0
2012-10-22,22.0,115.0,7.23,0,54736.0,0,0,0,10,2012,3,77484.0,234.0,48499.0,115.0,78493.0,497.0,44538.0,102.0,43814.17,119.0,67252.42857142857,15275.385590955835,2012-10-22,54736.0
2012-10-23,26.0,141.0,9.39,0,54725.0,0,1,0,10,2012,3,54736.0,115.0,63233.0,137.0,62610.0,102.0,55900.0,123.0,49372.0,106.0,68143.42857142857,14138.818690130414,2012-10-23,54725.0
2012-10-24,28.0,158.0,7.83,0,60454.0,0,2,0,10,2012,3,54725.0,141.0,53068.0,123.0,49746.0,106.0,58416.0,114.0,45250.0,119.0,66928.0,14972.409147050012,2012-10-24,60454.0
2012-10-25,34.0,149.0,6.64,0,68056.0,0,3,0,10,2012,3,60454.0,158.0,61053.0,145.0,56806.0,149.0,52914.0,152.0,51868.0,131.0,67983.14285714286,14065.667449841261,2012-10-25,68056.0
2012-10-26,42.0,192.0,8.24,0,70350.0,0,4,0,10,2012,3,68056.0,149.0,75176.0,204.0,60275.0,234.0,64401.0,186.0,69335.0,182.0,68983.57142857143,13735.78314545799,2012-10-26,70350.0
2012-10-27,43.0,235.0,11.1,0,69006.0,0,5,1,10,2012,3,70350.0,192.0,92254.0,383.0,71615.0,318.0,153503.66,1225.67,66380.0,292.0,68294.14285714286,13492.122422961877,2012-10-27,69006.0
2012-10-28,41.0,170.0,9.09,0,74692.0,0,6,1,10,2012,3,69006.0,235.0,77484.0,234.0,58551.0,226.0,97231.0,798.0,61925.0,182.0,64973.0,8577.550757646382,2012-10-28,74692.0
2012-10-29,22.0,107.0,10.41,0,67921.0,0,0,0,10,2012,3,74692.0,170.0,54736.0,115.0,48499.0,115.0,78493.0,497.0,44538.0,102.0,64574.142857142855,7940.051352238881,2012-10-29,67921.0
2012-10-30,26.0,124.0,5.99,0,68049.0,0,1,0,10,2012,3,67921.0,107.0,54725.0,141.0,63233.0,137.0,62610.0,102.0,55900.0,123.0,66457.71428571429,6681.367143389292,2012-10-30,68049.0
2012-10-31,23.0,153.0,6.62,0,83138.0,0,2,0,10,2012,3,68049.0,124.0,60454.0,158.0,53068.0,123.0,49746.0,106.0,58416.0,114.0,68361.14285714286,4230.018220156654,2012-10-31,83138.0
2012-11-01,29.0,149.0,10.95,0,70912.0,0,3,0,11,2012,3,83138.0,153.0,68056.0,149.0,61053.0,145.0,56806.0,149.0,52914.0,152.0,71601.71428571429,5622.600250011438,2012-11-01,70912.0
2012-11-02,61.0,230.0,5.8,0,49629.0,0,4,0,11,2012,3,70912.0,149.0,70350.0,192.0,75176.0,204.0,60275.0,234.0,64401.0,186.0,72009.71428571429,5422.486659405322,2012-11-02,49629.0
2012-11-03,38.0,325.0,6.78,0,82309.0,0,5,1,11,2012,3,49629.0,230.0,69006.0,235.0,92254.0,383.0,71615.0,318.0,153503.66,1225.67,69049.57142857143,10109.605743337099,2012-11-03,82309.0
2012-11-04,32.0,244.0,10.32,0,65587.0,0,6,1,11,2012,3,82309.0,325.0,74692.0,170.0,77484.0,234.0,58551.0,226.0,97231.0,798.0,70950.0,11282.389788220113,2012-11-04,65587.0
2012-11-05,15.0,115.0,9.13,0,68065.0,0,0,0,11,2012,3,65587.0,244.0,67921.0,107.0,54736.0,115.0,48499.0,115.0,78493.0,497.0,69649.28571428571,11303.908744534436,2012-11-05,68065.0
2012-11-06,27.0,115.0,10.18,0,63822.0,0,1,0,11,2012,3,68065.0,115.0,68049.0,124.0,54725.0,141.0,63233.0,137.0,62610.0,102.0,69669.85714285714,11300.369793780672,2012-11-06,63822.0
2012-11-07,25.0,132.0,11.23,0,69768.0,0,2,0,11,2012,3,63822.0,115.0,83138.0,153.0,60454.0,158.0,53068.0,123.0,49746.0,106.0,69066.0,11512.36940570157,2012-11-07,69768.0
2012-11-08,40.0,153.0,6.94,0,68089.0,0,3,0,11,2012,3,69768.0,132.0,70912.0,149.0,68056.0,149.0,61053.0,145.0,56806.0,149.0,67156.0,9765.097848972133,2012-11-08,68089.0
2012-11-09,53.0,222.0,8.8,0,68943.0,0,4,0,11,2012,3,68089.0,153.0,49629.0,230.0,70350.0,192.0,75176.0,204.0,60275.0,234.0,66752.71428571429,9641.639672349758,2012-11-09,68943.0
2012-11-10,109.61000000000001,1225.67,10.82,1,153503.66,0,5,1,11,2012,3,68943.0,222.0,82309.0,325.0,69006.0,235.0,92254.0,383.0,71615.0,318.0,69511.85714285714,6000.7356334750575,2012-11-10,153503.66
2012-11-11,109.61000000000001,1010.0,8.38,1,106754.0,1,6,1,11,2012,3,153503.66,1225.67,65587.0,244.0,74692.0,170.0,77484.0,234.0,58551.0,226.0,79682.52285714286,32615.9775857425,2012-11-11,106754.0
2012-11-12,67.0,890.0,9.69,1,144189.0,1,0,0,11,2012,3,106754.0,1010.0,68065.0,115.0,67921.0,107.0,54736.0,115.0,48499.0,115.0,85563.52285714286,33353.88519678516,2012-11-12,144189.0
2012-11-13,30.0,133.0,6.86,0,56477.0,0,1,0,11,2012,3,144189.0,890.0,63822.0,115.0,68049.0,124.0,54725.0,141.0,63233.0,137.0,96438.38,38682.03844427196,2012-11-13,56477.0
2012-11-14,43.0,141.0,8.45,0,67196.0,0,2,0,11,2012,3,56477.0,133.0,69768.0,132.0,83138.0,153.0,60454.0,158.0,53068.0,123.0,95389.0942857143,39797.77471344634,2012-11-14,67196.0
2012-11-15,31.0,171.0,11.37,0,73558.0,0,3,0,11,2012,3,67196.0,141.0,68089.0,153.0,70912.0,149.0,68056.0,149.0,61053.0,145.0,95021.66571428571,40084.58203094505,2012-11-15,73558.0
2012-11-16,57.0,253.0,15.44,0,67597.0,0,4,0,11,2012,3,73558.0,171.0,68943.0,222.0,49629.0,230.0,70350.0,192.0,75176.0,204.0,95802.95142857144,39521.49185658163,2012-11-16,67597.0
2012-11-17,71.0,450.0,20.45,0,144419.0,0,5,1,11,2012,3,67597.0,253.0,153503.66,1225.67,82309.0,325.0,69006.0,235.0,92254.0,383.0,95610.66571428571,39676.92402411713,2012-11-17,144419.0
2012-11-18,66.0,329.0,15.33,0,82361.0,0,6,1,11,2012,3,144419.0,450.0,106754.0,1010.0,65587.0,244.0,74692.0,170.0,77484.0,234.0,94312.85714285714,37559.76206628832,2012-11-18,82361.0
2012-11-19,31.0,222.0,9.07,0,76179.0,0,0,0,11,2012,3,82361.0,329.0,144189.0,890.0,68065.0,115.0,67921.0,107.0,54736.0,115.0,90828.14285714286,37344.06819665194,2012-11-19,76179.0
2012-11-20,37.0,231.0,15.14,0,76429.0,0,1,0,11,2012,3,76179.0,222.0,56477.0,133.0,63822.0,115.0,68049.0,124.0,54725.0,141.0,81112.42857142857,29080.139728327435,2012-11-20,76429.0
2012-11-21,45.0,253.0,14.52,0,85711.0,0,2,0,11,2012,3,76429.0,231.0,67196.0,141.0,69768.0,132.0,83138.0,153.0,60454.0,158.0,83962.71428571429,27178.693926887452,2012-11-21,85711.0
2012-11-22,30.0,369.0,15.56,0,71897.0,1,3,0,11,2012,3,85711.0,253.0,73558.0,171.0,68089.0,153.0,70912.0,149.0,68056.0,149.0,86607.71428571429,26156.739225384386,2012-11-22,71897.0
2012-11-23,109.61000000000001,1225.67,16.28,0,153503.66,0,4,0,11,2012,3,71897.0,369.0,67597.0,253.0,68943.0,222.0,49629.0,230.0,70350.0,192.0,86370.42857142857,26301.983390720074,2012-11-23,153503.66
2012-11-24,67.0,463.0,16.81,0,100190.0,0,5,1,11,2012,3,153503.66,1225.67,144419.0,450.0,153503.66,1225.67,82309.0,325.0,69006.0,235.0,98642.80857142856,34763.28510411305,2012-11-24,100190.0
2012-11-25,46.0,347.0,17.93,0,103886.0,0,6,1,11,2012,3,100190.0,463.0,82361.0,329.0,106754.0,1010.0,65587.0,244.0,74692.0,170.0,92324.37999999999,28514.301293984634,2012-11-25,103886.0
2012-11-26,29.0,138.0,14.92,0,77744.0,0,0,0,11,2012,3,103886.0,347.0,76179.0,222.0,144189.0,890.0,68065.0,115.0,67921.0,107.0,95399.37999999999,28421.250883522596,2012-11-26,77744.0
2012-11-27,21.0,129.0,10.93,0,67053.0,0,1,0,11,2012,3,77744.0,138.0,76429.0,231.0,56477.0,133.0,63822.0,115.0,68049.0,124.0,95622.95142857141,28250.500163770226,2012-11-27,67053.0
