Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,Store
2012-09-13,23.0,106.0,8.91,0,43510.0,Baltimore
2012-09-14,24.0,117.0,8.16,0,35836.0,Baltimore
2012-09-15,30.0,169.0,9.23,0,48921.0,Baltimore
2012-09-16,20.0,123.0,6.91,0,38582.0,Baltimore
2012-09-17,11.0,83.0,5.67,0,39150.0,Baltimore
2012-09-18,11.0,74.0,8.13,0,37869.0,Baltimore
2012-09-19,17.0,74.0,5.91,0,36245.0,Baltimore
2012-09-20,34.0,103.0,9.22,0,34681.0,Baltimore
2012-09-21,26.0,125.0,9.3,0,39210.0,Baltimore
2012-09-22,28.0,200.0,6.58,0,41146.0,Baltimore
2012-09-23,30.0,145.0,10.18,0,35787.0,Baltimore
2012-09-24,13.0,80.0,9.5,0,36780.0,Baltimore
2012-09-25,14.0,71.0,8.01,0,38106.0,Baltimore
2012-09-26,20.0,80.0,11.51,0,35168.0,Baltimore
2012-09-27,23.0,88.0,6.6,0,33661.0,Baltimore
2012-09-28,27.0,122.0,9.65,0,35259.0,Baltimore
2012-09-29,27.0,196.0,8.91,0,50016.0,Baltimore
2012-09-30,22.0,122.0,10.59,0,38171.0,Baltimore
2012-10-01,9.0,68.0,9.54,0,33965.0,Baltimore
2012-10-02,14.0,82.0,6.89,0,44245.0,Baltimore
2012-10-03,16.0,77.0,6.98,0,36227.0,Baltimore
2012-10-04,21.0,102.0,11.44,0,40053.0,Baltimore
2012-10-05,27.0,124.0,9.54,0,32449.0,Baltimore
2012-10-06,53.870000000000005,659.22,8.65,1,88304.39,Baltimore
2012-10-07,53.870000000000005,532.0,9.65,1,78397.0,Baltimore
2012-10-08,33.0,331.0,11.19,1,54465.0,Baltimore
2012-10-09,18.0,68.0,8.31,0,35868.0,Baltimore
2012-10-10,17.0,70.0,10.69,0,33957.0,Baltimore
2012-10-11,20.0,99.0,7.82,0,37253.0,Baltimore
2012-10-12,25.0,155.0,10.59,0,41685.0,Baltimore
2012-10-13,27.0,211.0,10.7,0,55157.0,Baltimore
2012-10-14,23.0,149.0,7.11,0,45905.0,Baltimore
2012-10-15,16.0,76.0,11.18,0,34668.0,Baltimore
2012-10-16,20.0,90.0,7.32,0,37773.0,Baltimore
2012-10-17,13.0,81.0,6.29,0,32077.0,Baltimore
2012-10-18,36.0,96.0,12.7,0,39300.0,Baltimore
2012-10-19,38.0,134.0,14.56,0,46434.0,Baltimore
2012-10-20,39.0,253.0,15.15,0,52463.0,Baltimore
2012-10-21,23.0,154.0,12.78,0,50927.0,Baltimore
2012-10-22,14.0,76.0,7.05,0,37452.0,Baltimore
2012-10-23,19.0,93.0,9.16,0,40508.0,Baltimore
2012-10-24,21.0,104.0,7.64,0,40354.0,Baltimore
2012-10-25,25.0,98.0,6.48,0,53853.0,Baltimore
2012-10-26,38.0,126.0,8.03,0,55673.0,Baltimore
2012-10-27,29.0,154.0,10.82,0,45241.0,Baltimore
2012-10-28,32.0,112.0,8.86,0,49978.0,Baltimore
2012-10-29,14.0,70.0,10.15,0,47304.0,Baltimore
2012-10-30,15.0,81.0,5.84,0,38894.0,Baltimore
2012-10-31,17.0,101.0,6.45,0,50197.0,Baltimore
2012-11-01,17.0,97.0,10.68,0,48835.0,Baltimore
2012-11-02,32.0,150.0,5.66,0,38227.0,Baltimore
2012-11-03,26.0,212.0,6.61,0,65925.0,Baltimore
2012-11-04,28.0,158.0,10.07,0,52522.0,Baltimore
2012-11-05,10.0,75.0,8.91,0,47155.0,Baltimore
2012-11-06,20.0,75.0,9.92,0,46734.0,Baltimore
2012-11-07,23.0,86.0,10.95,0,45575.0,Baltimore
2012-11-08,29.0,100.0,6.77,0,40855.0,Baltimore
2012-11-09,34.0,144.0,8.58,0,59062.0,Baltimore
2012-11-10,53.870000000000005,659.22,10.55,1,88304.39,Baltimore
2012-11-11,53.870000000000005,654.0,8.17,1,82584.0,Baltimore
2012-11-12,53.0,576.0,9.44,1,88304.39,Baltimore
2012-11-13,13.0,86.0,6.69,0,42996.0,Baltimore
2012-11-14,20.0,92.0,8.24,0,41537.0,Baltimore
2012-11-15,22.0,111.0,11.08,0,47359.0,Baltimore
2012-11-16,50.0,163.0,15.05,0,43261.0,Baltimore
2012-11-17,49.0,290.0,19.94,0,80397.0,Baltimore
2012-11-18,49.0,213.0,14.94,0,58634.0,Baltimore
2012-11-19,19.0,144.0,8.84,0,59036.0,Baltimore
2012-11-20,24.0,149.0,14.76,0,43151.0,Baltimore
2012-11-21,30.0,163.0,14.15,0,57208.0,Baltimore
2012-11-22,13.0,237.0,15.17,0,46675.0,Baltimore
2012-11-23,53.870000000000005,659.22,15.88,0,88304.39,Baltimore
2012-11-24,48.0,297.0,16.39,0,71030.0,Baltimore
2012-11-25,35.0,223.0,17.48,0,52077.0,Baltimore
2012-11-26,15.0,88.0,14.55,0,48822.0,Baltimore
2012-11-27,19.0,83.0,10.65,0,53724.0,Baltimore
2012-11-28,15.0,96.0,11.24,0,61901.0,Baltimore
2012-11-29,32.0,96.0,10.39,0,60584.0,Baltimore
2012-11-30,39.0,124.0,15.86,0,66716.0,Baltimore
2012-12-01,30.0,269.0,11.0,0,76409.0,Baltimore
2012-12-02,30.0,189.0,11.39,0,80560.0,Baltimore
2012-12-03,18.0,93.0,14.78,0,64383.0,Baltimore
2012-12-04,9.0,99.0,17.07,0,54377.0,Baltimore
2012-12-05,13.0,120.0,15.82,0,69302.0,Baltimore
2012-12-06,19.0,126.0,14.3,0,62347.0,Baltimore
2012-12-07,30.0,161.0,13.25,0,81766.0,Baltimore
2012-12-08,25.0,243.0,10.55,0,73663.0,Baltimore
2012-12-09,28.0,256.0,17.63,0,71624.0,Baltimore
2012-12-10,17.0,112.0,12.72,0,56252.0,Baltimore
2012-12-11,14.0,126.0,13.02,0,69250.0,Baltimore
2012-12-12,17.0,144.0,13.36,0,64184.0,Baltimore
2012-12-13,23.0,139.0,11.2,0,73069.0,Baltimore
2012-12-14,29.0,177.0,19.22,0,72654.0,Baltimore
2012-12-15,29.0,356.0,18.86,0,81759.0,Baltimore
2012-12-16,21.0,288.0,18.74,0,81381.0,Baltimore
2012-12-17,14.0,207.0,18.15,0,77255.0,Baltimore
2012-12-18,18.0,201.0,14.8,0,64461.0,Baltimore
2012-12-19,18.0,261.0,19.56,0,74585.0,Baltimore
2012-12-20,30.0,261.0,17.01,0,76553.0,Baltimore
2012-12-21,36.0,314.0,18.78,0,68743.0,Baltimore
2012-12-22,42.0,466.0,20.65,0,88304.39,Baltimore
2012-12-23,40.0,466.0,17.99,0,79196.0,Baltimore
2012-12-24,18.0,217.0,22.1,0,71162.0,Baltimore
2012-12-25,7.0,47.13,0.0,0,20502.67,Baltimore
2012-12-26,23.0,452.0,19.36,0,74881.0,Baltimore
2012-12-27,28.0,260.0,20.14,0,63853.0,Baltimore
2012-12-28,29.0,265.0,12.56,0,74461.0,Baltimore
2012-12-29,24.0,302.0,13.06,0,76098.0,Baltimore
2012-12-30,26.0,288.0,17.81,0,48917.0,Baltimore
2012-12-31,18.0,243.0,13.9,0,62693.0,Baltimore
2013-01-01,18.0,140.0,18.43,0,48973.0,Baltimore
2013-01-02,15.0,186.0,13.89,0,47743.0,Baltimore
2013-01-03,21.0,135.0,20.73,0,58291.0,Baltimore
2013-01-04,27.0,137.0,17.56,0,60871.0,Baltimore
2013-01-05,26.0,197.0,17.65,0,51324.0,Baltimore
2013-01-06,27.0,129.0,15.72,0,46833.0,Baltimore
2013-01-07,9.0,99.0,18.16,0,50882.0,Baltimore
2013-01-08,12.0,75.0,13.17,0,41597.0,Baltimore
2013-01-09,11.0,97.0,15.43,0,49296.0,Baltimore
2013-01-10,18.0,89.0,17.43,0,40061.0,Baltimore
2013-01-11,24.0,113.0,16.4,0,48834.0,Baltimore
2013-01-12,16.0,169.0,17.98,0,58881.0,Baltimore
2013-01-13,16.0,139.0,16.05,0,61532.0,Baltimore
2013-01-14,15.0,77.0,19.14,0,48030.0,Baltimore
2013-01-15,10.0,85.0,16.14,0,51677.0,Baltimore
2013-01-16,12.0,83.0,13.03,0,52836.0,Baltimore
2013-01-17,16.0,80.0,15.09,0,48870.0,Baltimore
2013-01-18,27.0,112.0,11.82,0,42455.0,Baltimore
2013-01-19,45.0,622.0,14.67,1,85376.0,Baltimore
2013-01-20,39.0,488.0,17.5,1,61592.0,Baltimore
2013-01-21,30.0,357.0,12.78,1,51725.0,Baltimore
2013-01-22,11.0,61.0,16.89,0,29401.0,Baltimore
2013-01-23,11.0,75.0,15.33,0,36534.0,Baltimore
2013-01-24,22.0,64.0,9.62,0,34180.0,Baltimore
2013-01-25,20.0,66.0,10.7,0,36310.0,Baltimore
2013-01-26,15.0,135.0,8.7,0,35596.0,Baltimore
2013-01-27,23.0,112.0,14.3,0,38898.0,Baltimore
2013-01-28,12.0,48.0,14.78,0,30026.0,Baltimore
2013-01-29,17.0,53.0,7.75,0,29317.0,Baltimore
2013-01-30,11.0,64.0,9.03,0,30136.0,Baltimore
2013-01-31,22.0,88.0,7.56,0,30715.0,Baltimore
2013-02-01,19.0,106.0,11.29,0,38401.0,Baltimore
2013-02-02,22.0,172.0,8.03,0,33975.0,Baltimore
2013-02-03,10.0,96.0,7.05,0,33435.0,Baltimore
2013-02-04,11.0,72.0,9.73,0,26380.0,Baltimore
2013-02-05,11.0,72.0,7.03,0,34067.0,Baltimore
2013-02-06,11.0,68.0,6.43,0,33653.0,Baltimore
2013-02-07,19.0,68.0,11.95,0,27681.0,Baltimore
2013-02-08,27.0,116.0,16.58,0,42371.0,Baltimore
2013-02-09,19.0,198.0,15.86,0,40885.0,Baltimore
2013-02-10,15.0,142.0,16.53,0,28068.0,Baltimore
2013-02-11,16.0,84.0,14.57,0,31563.0,Baltimore
2013-02-12,14.0,90.0,11.47,0,30593.0,Baltimore
2013-02-13,10.0,84.0,15.31,0,29867.0,Baltimore
2013-02-14,18.0,113.0,10.16,0,39821.0,Baltimore
2013-02-15,26.0,119.0,10.18,0,34430.0,Baltimore
2013-02-16,53.870000000000005,659.22,11.4,1,88304.39,Baltimore
2013-02-17,28.0,544.0,11.5,1,70343.0,Baltimore
2013-02-18,30.0,457.0,13.75,1,65109.0,Baltimore
2013-02-19,18.0,58.0,11.36,0,29660.0,Baltimore
2013-02-20,13.0,71.0,12.61,0,27147.0,Baltimore
2013-02-21,18.0,60.0,9.41,0,27070.0,Baltimore
2013-02-22,21.0,84.0,9.88,0,33510.0,Baltimore
2013-02-23,27.0,144.0,10.33,0,32936.0,Baltimore
2013-02-24,17.0,102.0,7.54,0,35108.0,Baltimore
2013-02-25,13.0,63.0,7.44,0,24331.0,Baltimore
2013-02-26,10.0,57.0,7.8,0,28161.0,Baltimore
2013-02-27,13.0,63.0,8.17,0,28990.0,Baltimore
2013-02-28,22.0,71.0,10.83,0,32831.0,Baltimore
2013-03-01,15.0,99.0,8.2,0,39263.0,Baltimore
2013-03-02,20.0,152.0,7.18,0,34879.0,Baltimore
2013-03-03,21.0,99.0,8.76,0,31991.0,Baltimore
2013-03-04,16.0,68.0,6.31,0,32005.0,Baltimore
2013-03-05,8.0,55.0,8.88,0,37806.0,Baltimore
2013-03-06,11.0,63.0,9.71,0,40000.0,Baltimore
2013-03-07,19.0,67.0,8.91,0,35925.0,Baltimore
2013-03-08,19.0,83.0,12.21,0,31243.0,Baltimore
2013-03-09,17.0,174.0,8.41,0,40058.0,Baltimore
2013-03-10,38.0,122.0,10.07,0,39202.0,Baltimore
2013-03-11,12.0,67.0,10.54,0,38644.0,Baltimore
2013-03-12,11.0,62.0,9.88,0,35610.0,Baltimore
2013-03-13,14.0,70.0,8.91,0,33752.0,Baltimore
2013-03-14,23.0,80.0,10.6,0,31068.0,Baltimore
2013-03-15,25.0,109.0,9.28,0,39265.0,Baltimore
2013-03-16,23.0,194.0,13.56,0,43220.0,Baltimore
2013-03-17,26.0,137.0,16.4,0,41794.0,Baltimore
2013-03-18,10.0,86.0,6.5,0,35165.0,Baltimore
2013-03-19,10.0,67.0,8.12,0,33749.0,Baltimore
2013-03-20,13.0,82.0,6.42,0,36494.0,Baltimore
2013-03-21,20.0,90.0,7.06,0,33312.0,Baltimore
2013-03-22,28.0,121.0,9.35,0,37911.0,Baltimore
2013-03-23,24.0,165.0,6.74,0,43411.0,Baltimore
2013-03-24,16.0,126.0,6.58,0,34053.0,Baltimore
2013-03-25,13.0,101.0,8.32,0,34946.0,Baltimore
2013-03-26,12.0,93.0,9.31,0,32855.0,Baltimore
2013-03-27,13.0,98.0,8.11,0,35643.0,Baltimore
2013-03-28,15.0,105.0,6.71,0,30178.0,Baltimore
2013-03-29,20.0,146.0,7.92,0,39376.0,Baltimore
2013-03-30,15.0,185.0,7.77,0,47234.0,Baltimore
2013-03-31,7.0,47.13,6.51,0,26218.0,Baltimore
2013-04-01,10.0,100.0,9.02,0,37691.0,Baltimore
2013-04-02,12.0,87.0,6.37,0,35095.0,Baltimore
2013-04-03,13.0,103.0,6.34,0,36838.0,Baltimore
2013-04-04,27.0,103.0,7.8,0,34448.0,Baltimore
2013-04-05,18.0,149.0,10.46,0,40098.0,Baltimore
2013-04-06,15.0,184.0,8.43,0,42391.0,Baltimore
2013-04-07,19.0,128.0,9.2,0,36794.0,Baltimore
2013-04-08,11.0,77.0,8.19,0,30200.0,Baltimore
2013-04-09,11.0,59.0,10.27,0,30758.0,Baltimore
2013-04-10,14.0,61.0,8.43,0,30503.0,Baltimore
2013-04-11,19.0,79.0,6.95,0,37311.0,Baltimore
2013-04-12,16.0,112.0,9.71,0,35606.0,Baltimore
2013-04-13,19.0,168.0,9.12,0,39334.0,Baltimore
2013-04-14,17.0,133.0,9.93,0,36689.0,Baltimore
2013-04-15,12.0,54.0,8.68,0,31807.0,Baltimore
2013-04-16,16.0,61.0,7.54,0,31423.0,Baltimore
2013-04-17,15.0,71.0,8.49,0,29703.0,Baltimore
2013-04-18,19.0,69.0,11.62,0,31366.0,Baltimore
2013-04-19,19.0,102.0,10.58,0,33256.0,Baltimore
2013-04-20,24.0,157.0,10.3,0,41566.0,Baltimore
2013-04-21,15.0,115.0,12.08,0,33951.0,Baltimore
2013-04-22,9.0,63.0,10.17,0,34896.0,Baltimore
2013-04-23,11.0,71.0,7.11,0,42248.0,Baltimore
2013-04-24,12.0,66.0,9.37,0,33263.0,Baltimore
2013-04-25,15.0,73.0,10.67,0,38729.0,Baltimore
2013-04-26,23.0,107.0,9.08,0,36689.0,Baltimore
2013-04-27,16.0,177.0,6.89,0,44195.0,Baltimore
2013-04-28,18.0,116.0,7.97,0,31213.0,Baltimore
2013-04-29,11.0,73.0,10.65,0,29065.0,Baltimore
2013-04-30,12.0,65.0,7.8,0,40183.0,Baltimore
2013-05-01,15.0,71.0,11.18,0,44644.0,Baltimore
2013-05-02,16.0,78.0,10.28,0,32779.0,Baltimore
2013-05-03,14.0,99.0,11.84,0,36015.0,Baltimore
2013-05-04,16.0,164.0,10.76,0,38127.0,Baltimore
2013-05-05,15.0,131.0,10.87,0,42165.0,Baltimore
2013-05-06,9.0,86.0,8.49,0,35486.0,Baltimore
2013-05-07,10.0,78.0,8.04,0,32888.0,Baltimore
2013-05-08,12.0,80.0,8.01,0,31840.0,Baltimore
2013-05-09,20.0,88.0,6.17,0,40765.0,Baltimore
2013-05-10,16.0,116.0,8.27,0,38978.0,Baltimore
2013-05-11,17.0,176.0,10.58,0,43649.0,Baltimore
2013-05-12,21.0,120.0,8.89,0,33668.0,Baltimore
2013-05-13,10.0,50.0,9.37,0,34384.0,Baltimore
2013-05-14,10.0,60.0,8.31,0,33098.0,Baltimore
2013-05-15,13.0,78.0,8.8,0,39686.0,Baltimore
2013-05-16,16.0,93.0,7.53,0,38757.0,Baltimore
2013-05-17,19.0,138.0,8.75,0,36661.0,Baltimore
2013-05-18,17.0,178.0,5.85,0,41292.0,Baltimore
2013-05-19,20.0,132.0,6.86,0,32096.0,Baltimore
2013-05-20,11.0,75.0,7.75,0,40887.0,Baltimore
2013-05-21,12.0,72.0,5.42,0,31861.0,Baltimore
2013-05-22,10.0,85.0,7.84,0,32028.0,Baltimore
2013-05-23,17.0,119.0,9.88,0,43032.0,Baltimore
2013-05-24,17.0,140.0,11.38,0,38893.0,Baltimore
2013-05-25,47.0,659.22,12.44,1,88304.39,Baltimore
2013-05-26,39.0,535.0,11.78,1,61910.0,Baltimore
2013-05-27,28.0,553.0,15.73,1,68710.0,Baltimore
2013-05-28,14.0,82.0,14.08,0,33565.0,Baltimore
2013-05-29,12.0,82.0,13.58,0,28092.0,Baltimore
2013-05-30,20.0,77.0,8.25,0,38618.0,Baltimore
2013-05-31,17.0,114.0,9.86,0,33682.0,Baltimore
2013-06-01,14.0,181.0,9.84,0,45300.0,Baltimore
2013-06-02,17.0,139.0,10.92,0,38835.0,Baltimore
2013-06-03,9.0,92.0,8.81,0,31469.0,Baltimore
2013-06-04,8.0,84.0,10.51,0,34434.0,Baltimore
2013-06-05,15.0,89.0,8.62,0,35777.0,Baltimore
2013-06-06,19.0,94.0,9.64,0,34554.0,Baltimore
2013-06-07,14.0,114.0,10.29,0,33878.0,Baltimore
2013-06-08,18.0,181.0,11.63,0,41265.0,Baltimore
2013-06-09,27.0,121.0,10.44,0,41927.0,Baltimore
2013-06-10,11.0,82.0,9.17,0,35276.0,Baltimore
2013-06-11,9.0,86.0,8.94,0,32774.0,Baltimore
2013-06-12,10.0,82.0,11.71,0,33198.0,Baltimore
2013-06-13,19.0,106.0,14.43,0,34802.0,Baltimore
2013-06-14,14.0,118.0,10.42,0,39639.0,Baltimore
2013-06-15,18.0,185.0,11.44,0,38349.0,Baltimore
2013-06-16,15.0,106.0,8.77,0,38333.0,Baltimore
2013-06-17,8.0,71.0,13.64,0,30172.0,Baltimore
2013-06-18,10.0,89.0,13.25,0,37002.0,Baltimore
2013-06-19,10.0,91.0,12.19,0,33218.0,Baltimore
2013-06-20,16.0,91.0,9.17,0,33436.0,Baltimore
2013-06-21,14.0,125.0,10.83,0,31471.0,Baltimore
2013-06-22,14.0,160.0,12.8,0,44943.0,Baltimore
2013-06-23,18.0,115.0,11.94,0,34865.0,Baltimore
2013-06-24,11.0,86.0,12.32,0,35598.0,Baltimore
2013-06-25,11.0,81.0,12.73,0,32455.0,Baltimore
2013-06-26,8.0,98.0,10.79,0,35649.0,Baltimore
2013-06-27,10.0,100.0,14.12,0,30761.0,Baltimore
2013-06-28,14.0,117.0,13.14,0,37375.0,Baltimore
2013-06-29,15.0,174.0,14.27,0,39217.0,Baltimore
2013-06-30,20.0,149.0,14.93,0,41493.0,Baltimore
2013-07-01,9.0,105.0,13.89,0,36475.0,Baltimore
2013-07-02,8.0,120.0,16.2,0,37264.0,Baltimore
2013-07-03,14.0,129.0,13.5,0,27906.0,Baltimore
2013-07-04,16.0,153.0,14.22,0,39862.0,Baltimore
2013-07-05,17.0,168.0,15.59,0,33718.0,Baltimore
2013-07-06,15.0,202.0,14.69,0,40657.0,Baltimore
2013-07-07,12.0,146.0,10.88,0,46078.0,Baltimore
2013-07-08,10.0,105.0,12.62,0,39560.0,Baltimore
2013-07-09,9.0,107.0,12.23,0,47542.0,Baltimore
2013-07-10,10.0,112.0,11.28,0,31912.0,Baltimore
2013-07-11,11.0,110.0,13.51,0,36332.0,Baltimore
2013-07-12,16.0,129.0,12.89,0,30052.0,Baltimore
2013-07-13,19.0,172.0,11.34,0,32301.0,Baltimore
2013-07-14,13.0,133.0,12.16,0,32784.0,Baltimore
2013-07-15,11.0,112.0,11.34,0,39273.0,Baltimore
2013-07-16,11.0,131.0,10.87,0,42966.0,Baltimore
2013-07-17,8.0,116.0,12.52,0,36203.0,Baltimore
2013-07-18,12.0,119.0,13.77,0,39081.0,Baltimore
2013-07-19,20.0,123.0,12.72,0,36274.0,Baltimore
2013-07-20,14.0,179.0,10.32,0,40469.0,Baltimore
2013-07-21,19.0,140.0,10.48,0,32825.0,Baltimore
2013-07-22,12.0,121.0,7.99,0,27097.0,Baltimore
2013-07-23,17.0,118.0,6.42,0,38423.0,Baltimore
2013-07-24,17.0,118.0,8.4,0,26163.0,Baltimore
2013-07-25,14.0,99.0,9.32,0,36832.0,Baltimore
2013-07-26,15.0,125.0,8.39,0,29908.0,Baltimore
2013-07-27,20.0,171.0,8.71,0,48775.0,Baltimore
2013-07-28,27.0,99.0,9.24,0,31960.0,Baltimore
2013-07-29,9.0,98.0,6.39,0,29387.0,Baltimore
2013-07-30,11.0,94.0,9.39,0,37735.0,Baltimore
2013-07-31,12.0,108.0,7.09,0,30575.0,Baltimore
2013-08-01,19.0,127.0,10.22,0,38538.0,Baltimore
2013-08-02,19.0,122.0,9.65,0,34306.0,Baltimore
2013-08-03,19.0,161.0,6.84,0,38411.0,Baltimore
2013-08-04,12.0,144.0,6.27,0,36274.0,Baltimore
2013-08-05,8.0,96.0,6.87,0,28802.0,Baltimore
2013-08-06,8.0,89.0,8.81,0,26796.0,Baltimore
2013-08-07,8.0,96.0,7.56,0,38296.0,Baltimore
2013-08-08,14.0,108.0,10.34,0,29043.0,Baltimore
2013-08-09,19.0,124.0,14.82,0,43516.0,Baltimore
2013-08-10,21.0,162.0,11.43,0,37025.0,Baltimore
2013-08-11,19.0,126.0,13.24,0,38614.0,Baltimore
2013-08-12,12.0,93.0,12.13,0,30789.0,Baltimore
2013-08-13,15.0,108.0,13.47,0,39901.0,Baltimore
2013-08-14,12.0,93.0,7.75,0,34457.0,Baltimore
2013-08-15,15.0,90.0,10.71,0,28502.0,Baltimore
2013-08-16,16.0,112.0,7.77,0,36499.0,Baltimore
2013-08-17,14.0,164.0,8.59,0,38420.0,Baltimore
2013-08-18,17.0,107.0,9.45,0,33643.0,Baltimore
2013-08-19,9.0,93.0,12.56,0,28320.0,Baltimore
2013-08-20,11.0,81.0,9.66,0,28417.0,Baltimore
2013-08-21,12.0,100.0,12.22,0,36580.0,Baltimore
2013-08-22,14.0,95.0,13.08,0,29323.0,Baltimore
2013-08-23,12.0,104.0,9.73,0,31200.0,Baltimore
2013-08-24,25.0,159.0,12.98,0,36541.0,Baltimore
2013-08-25,25.0,126.0,13.47,0,31441.0,Baltimore
2013-08-26,11.0,88.0,12.99,0,28190.0,Baltimore
2013-08-27,10.0,78.0,13.16,0,29162.0,Baltimore
2013-08-28,9.0,78.0,13.36,0,40098.0,Baltimore
2013-08-29,15.0,90.0,10.54,0,35541.0,Baltimore
2013-08-30,18.0,111.0,10.85,0,34810.0,Baltimore
2013-08-31,14.0,177.0,15.01,0,33837.0,Baltimore
2013-09-01,13.0,141.0,11.74,0,36597.0,Baltimore
2013-09-02,9.0,158.0,10.48,0,36029.0,Baltimore
2013-09-03,10.0,64.0,10.54,0,29374.0,Baltimore
2013-09-04,13.0,57.0,12.29,0,31242.0,Baltimore
2013-09-05,14.0,64.0,10.97,0,30426.0,Baltimore
2013-09-06,14.0,82.0,8.02,0,31962.0,Baltimore
2013-09-07,16.0,127.0,11.89,0,38886.0,Baltimore
