<<<<<<< HEAD
Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,is_holiday,day_of_week,IsWeekend,month,year,season_num,sales_lag_1,customers_lag_1,sales_lag_7,customers_lag_7,sales_lag_14,customers_lag_14,sales_lag_21,customers_lag_21,sales_lag_28,customers_lag_28,sales_roll_mean_7,sales_roll_std_7,ds,y
2012-09-01,45,427.0,12.11,0,82854.0,0,5,1,9,2012,3,66024.0,271.0,83619.0,430.0,76455.0,360.0,68738.0,368.0,81892.0,398.0,71314.42857142857,6076.804446887717,2012-09-01,82854.0
2012-09-02,39,369.0,10.25,0,97531.0,0,6,1,9,2012,3,82854.0,427.0,69476.0,304.0,73931.0,275.0,62394.0,314.0,73603.0,312.0,71205.14285714286,5820.093654131106,2012-09-02,97531.0
2012-09-03,18,374.0,9.24,0,82978.0,1,0,0,9,2012,3,97531.0,369.0,72818.0,204.0,53599.0,180.0,75697.0,229.0,67039.0,220.0,75213.0,11408.047802611414,2012-09-03,82978.0
2012-09-04,36,146.0,7.64,0,62677.0,0,1,0,9,2012,3,82978.0,374.0,69929.0,204.0,74885.0,211.0,66363.0,218.0,67392.0,219.0,76664.42857142857,11695.25554597739,2012-09-04,62677.0
2012-09-05,28,135.0,7.65,0,48616.0,0,2,0,9,2012,3,62677.0,146.0,71877.0,172.0,75273.0,211.0,69877.0,228.0,68397.0,262.0,75628.42857142857,12671.773762410485,2012-09-05,48616.0
2012-09-06,46,181.0,6.49,0,64733.0,0,3,0,9,2012,3,48616.0,135.0,65458.0,178.0,71139.0,237.0,86485.0,319.0,69336.0,241.0,72305.42857142857,16338.833494236394,2012-09-06,64733.0
2012-09-07,35,207.0,7.03,0,74264.0,0,4,0,9,2012,3,64733.0,181.0,66024.0,271.0,82682.0,321.0,61505.0,302.0,91534.0,321.0,72201.85714285714,16391.68583386683,2012-09-07,74264.0
2012-09-08,26,278.0,6.4,0,74461.0,0,5,1,9,2012,3,74264.0,207.0,82854.0,427.0,83619.0,430.0,76455.0,360.0,68738.0,368.0,73379.0,16168.441710113362,2012-09-08,74461.0
2012-09-09,42,221.0,6.14,0,71640.0,0,6,1,9,2012,3,74461.0,278.0,97531.0,369.0,69476.0,304.0,73931.0,275.0,62394.0,314.0,72180.0,15651.63961592097,2012-09-09,71640.0
2012-09-10,44,505.0,7.74,1,97294.0,0,0,0,9,2012,3,71640.0,221.0,82978.0,374.0,72818.0,204.0,53599.0,180.0,75697.0,229.0,68481.28571428571,11043.081721365717,2012-09-10,97294.0
2012-09-11,50,576.0,5.54,1,115615.0,0,1,0,9,2012,3,97294.0,505.0,62677.0,146.0,69929.0,204.0,74885.0,211.0,66363.0,218.0,70526.42857142857,14846.08499298881,2012-09-11,115615.0
2012-09-12,74,560.0,8.07,1,82196.0,0,2,0,9,2012,3,115615.0,576.0,48616.0,135.0,71877.0,172.0,75273.0,211.0,69877.0,228.0,78089.0,21960.023436538817,2012-09-12,82196.0
2012-09-13,31,190.0,8.6,0,72926.0,0,3,0,9,2012,3,82196.0,560.0,64733.0,181.0,65458.0,178.0,71139.0,237.0,86485.0,319.0,82886.14285714286,17703.942305115503,2012-09-13,72926.0
2012-09-14,32,210.0,7.87,0,61692.0,0,4,0,9,2012,3,72926.0,190.0,74264.0,207.0,66024.0,271.0,82682.0,321.0,61505.0,302.0,84056.57142857143,16536.101756028103,2012-09-14,61692.0
2012-09-15,51,302.0,8.91,0,70103.0,0,5,1,9,2012,3,61692.0,210.0,74461.0,278.0,82854.0,427.0,83619.0,430.0,76455.0,360.0,82260.57142857143,18359.176886570436,2012-09-15,70103.0
2012-09-16,31,220.0,6.67,0,64510.0,0,6,1,9,2012,3,70103.0,302.0,71640.0,221.0,97531.0,369.0,69476.0,304.0,73931.0,275.0,81638.0,18737.73517975606,2012-09-16,64510.0
2012-09-17,17,148.0,5.47,0,66669.0,0,0,0,9,2012,3,64510.0,220.0,97294.0,505.0,82978.0,374.0,72818.0,204.0,53599.0,180.0,80619.42857142857,19548.070167812355,2012-09-17,66669.0
2012-09-18,19,133.0,7.85,0,65025.0,0,1,0,9,2012,3,66669.0,148.0,115615.0,576.0,62677.0,146.0,69929.0,204.0,74885.0,211.0,76244.42857142857,18598.16762351554,2012-09-18,65025.0
2012-09-19,21,133.0,5.71,0,61225.0,0,2,0,9,2012,3,65025.0,133.0,82196.0,560.0,48616.0,135.0,71877.0,172.0,75273.0,211.0,69017.28571428571,6898.835160476634,2012-09-19,61225.0
2012-09-20,51,184.0,8.9,0,69783.0,0,3,0,9,2012,3,61225.0,133.0,72926.0,190.0,64733.0,181.0,65458.0,178.0,71139.0,237.0,66021.42857142857,4277.433921451135,2012-09-20,69783.0
2012-09-21,45,224.0,8.98,0,64629.0,0,4,0,9,2012,3,69783.0,184.0,61692.0,210.0,74264.0,207.0,66024.0,271.0,82682.0,321.0,65572.42857142857,3531.8491784117086,2012-09-21,64629.0
2012-09-22,37,355.0,6.35,0,79905.0,0,5,1,9,2012,3,64629.0,224.0,70103.0,302.0,74461.0,278.0,82854.0,427.0,83619.0,430.0,65992.0,3147.5864298432234,2012-09-22,79905.0
2012-09-23,45,258.0,9.83,0,58469.0,0,6,1,9,2012,3,79905.0,355.0,64510.0,220.0,71640.0,221.0,97531.0,369.0,69476.0,304.0,67392.28571428571,6088.095616701105,2012-09-23,58469.0
2012-09-24,23,142.0,9.17,0,61265.0,0,0,0,9,2012,3,58469.0,258.0,66669.0,148.0,97294.0,505.0,82978.0,374.0,72818.0,204.0,66529.28571428571,6934.136853622216,2012-09-24,61265.0
2012-09-25,30,126.0,7.73,0,74614.0,0,1,0,9,2012,3,61265.0,142.0,65025.0,133.0,115615.0,576.0,62677.0,146.0,69929.0,204.0,65757.28571428571,7211.273805976427,2012-09-25,74614.0
2012-09-26,34,142.0,11.11,0,69775.0,0,2,0,9,2012,3,74614.0,126.0,61225.0,133.0,82196.0,560.0,48616.0,135.0,71877.0,172.0,67127.14285714286,7924.481106641856,2012-09-26,69775.0
2012-09-27,39,157.0,6.37,0,67500.0,0,3,0,9,2012,3,69775.0,142.0,69783.0,184.0,72926.0,190.0,64733.0,181.0,65458.0,178.0,68348.57142857143,7511.292029496722,2012-09-27,67500.0
2012-09-28,43,217.0,9.32,0,75433.0,0,4,0,9,2012,3,67500.0,157.0,64629.0,224.0,61692.0,210.0,74264.0,207.0,66024.0,271.0,68022.42857142857,7488.1567793670665,2012-09-28,75433.0
2012-09-29,55,347.0,8.6,0,86770.0,0,5,1,9,2012,3,75433.0,217.0,79905.0,355.0,70103.0,302.0,74461.0,278.0,82854.0,427.0,69565.85714285714,7779.898894556658,2012-09-29,86770.0
2012-09-30,38,216.0,10.22,0,77541.0,0,6,1,9,2012,3,86770.0,347.0,58469.0,258.0,64510.0,220.0,71640.0,221.0,97531.0,369.0,70546.57142857143,9535.136895663733,2012-09-30,77541.0
2012-10-01,22,120.0,9.2,0,52445.0,0,0,0,10,2012,3,77541.0,216.0,61265.0,142.0,66669.0,148.0,97294.0,505.0,82978.0,374.0,73271.14285714286,8130.234589247158,2012-10-01,52445.0
2012-10-02,33,146.0,6.65,0,88131.0,0,1,0,10,2012,3,52445.0,120.0,74614.0,126.0,65025.0,133.0,115615.0,576.0,62677.0,146.0,72011.14285714286,10607.166184999216,2012-10-02,88131.0
2012-10-03,28,135.0,6.74,0,67277.0,0,2,0,10,2012,3,88131.0,146.0,69775.0,142.0,61225.0,133.0,82196.0,560.0,48616.0,135.0,73942.14285714286,12261.358331883854,2012-10-03,67277.0
2012-10-04,39,181.0,11.04,0,81744.0,0,3,0,10,2012,3,67277.0,135.0,67500.0,157.0,69783.0,184.0,72926.0,190.0,64733.0,181.0,73585.28571428571,12437.933037209023,2012-10-04,81744.0
2012-10-05,41,220.0,9.21,0,85468.0,0,4,0,10,2012,3,81744.0,181.0,75433.0,217.0,64629.0,224.0,61692.0,210.0,74264.0,207.0,75620.14285714286,12441.613513106908,2012-10-05,85468.0
2012-10-06,85,1021.7100000000002,8.34,1,141897.01,0,5,1,10,2012,3,85468.0,220.0,86770.0,347.0,79905.0,355.0,70103.0,302.0,74461.0,278.0,77053.71428571429,12982.821081648468,2012-10-06,141897.01
2012-10-07,85,938.0,9.32,1,113170.0,0,6,1,10,2012,3,141897.01,1021.7100000000002,77541.0,216.0,58469.0,258.0,64510.0,220.0,71640.0,221.0,84929.00142857143,27950.633914576647,2012-10-07,113170.0
2012-10-08,51,583.0,10.8,1,105175.0,1,0,0,10,2012,3,113170.0,938.0,52445.0,120.0,61265.0,142.0,66669.0,148.0,97294.0,505.0,90018.85857142857,29577.72960753889,2012-10-08,105175.0
2012-10-09,24,119.0,8.02,0,58771.0,0,1,0,10,2012,3,105175.0,583.0,88131.0,146.0,74614.0,126.0,65025.0,133.0,115615.0,576.0,97551.71571428572,24731.082838991584,2012-10-09,58771.0
2012-10-10,29,124.0,10.32,0,58796.0,0,2,0,10,2012,3,58771.0,119.0,67277.0,135.0,69775.0,142.0,61225.0,133.0,82196.0,560.0,93357.43000000001,28757.052898682705,2012-10-10,58796.0
2012-10-11,40,174.0,7.55,0,85021.0,0,3,0,10,2012,3,58796.0,124.0,81744.0,181.0,67500.0,157.0,69783.0,184.0,72926.0,190.0,92145.85857142857,30182.326025562532,2012-10-11,85021.0
2012-10-12,50,273.0,10.22,0,73388.0,0,4,0,10,2012,3,85021.0,174.0,85468.0,220.0,75433.0,217.0,64629.0,224.0,61692.0,210.0,92614.00142857143,30019.070798577628,2012-10-12,73388.0
2012-10-13,48,371.0,10.32,0,88712.0,0,5,1,10,2012,3,73388.0,273.0,141897.01,1021.7100000000002,86770.0,347.0,79905.0,355.0,70103.0,302.0,90888.28714285714,30834.490524959634,2012-10-13,88712.0
2012-10-14,41,262.0,6.87,0,75741.0,0,6,1,10,2012,3,88712.0,371.0,113170.0,938.0,77541.0,216.0,58469.0,258.0,64510.0,220.0,83290.42857142857,21226.35574670591,2012-10-14,75741.0
2012-10-15,31,133.0,10.8,0,51602.0,0,0,0,10,2012,3,75741.0,262.0,105175.0,583.0,52445.0,120.0,61265.0,142.0,66669.0,148.0,77943.42857142857,16670.439354909475,2012-10-15,51602.0
2012-10-16,25,158.0,7.07,0,61551.0,0,1,0,10,2012,3,51602.0,133.0,58771.0,119.0,88131.0,146.0,74614.0,126.0,65025.0,133.0,70290.14285714286,14199.320352615125,2012-10-16,61551.0
2012-10-17,25,143.0,6.07,0,57316.0,0,2,0,10,2012,3,61551.0,158.0,58796.0,124.0,67277.0,135.0,69775.0,142.0,61225.0,133.0,70687.28571428571,13858.223187146381,2012-10-17,57316.0
2012-10-18,61,168.0,12.26,0,70666.0,0,3,0,10,2012,3,57316.0,143.0,85021.0,174.0,81744.0,181.0,67500.0,157.0,69783.0,184.0,70475.85714285714,14079.40452609852,2012-10-18,70666.0
2012-10-19,75,236.0,14.05,0,76391.0,0,4,0,10,2012,3,70666.0,168.0,73388.0,273.0,85468.0,220.0,75433.0,217.0,64629.0,224.0,68425.14285714286,12572.554506126562,2012-10-19,76391.0
2012-10-20,75,442.0,14.63,0,84545.0,0,5,1,10,2012,3,76391.0,236.0,88712.0,371.0,141897.01,1021.7100000000002,86770.0,347.0,79905.0,355.0,68854.14285714286,12818.94043240405,2012-10-20,84545.0
2012-10-21,41,270.0,12.34,0,104420.0,0,6,1,10,2012,3,84545.0,442.0,75741.0,262.0,113170.0,938.0,77541.0,216.0,58469.0,258.0,68258.85714285714,11799.289207809228,2012-10-21,104420.0
2012-10-22,32,132.0,6.8,0,73035.0,0,0,0,10,2012,3,104420.0,270.0,51602.0,133.0,105175.0,583.0,52445.0,120.0,61265.0,142.0,72355.85714285714,18117.612438624205,2012-10-22,73035.0
2012-10-23,24,161.0,8.84,0,73809.0,0,1,0,10,2012,3,73035.0,132.0,61551.0,158.0,58771.0,119.0,88131.0,146.0,74614.0,126.0,75417.71428571429,15671.636520736934,2012-10-23,73809.0
2012-10-24,40,181.0,7.37,0,73887.0,0,2,0,10,2012,3,73809.0,161.0,57316.0,143.0,58796.0,124.0,67277.0,135.0,69775.0,142.0,77168.85714285714,14505.388854130193,2012-10-24,73887.0
2012-10-25,45,171.0,6.25,0,70738.0,0,3,0,10,2012,3,73887.0,181.0,70666.0,168.0,85021.0,174.0,81744.0,181.0,67500.0,157.0,79536.14285714286,11831.062173061982,2012-10-25,70738.0
2012-10-26,59,219.0,7.75,0,76261.0,0,4,0,10,2012,3,70738.0,171.0,76391.0,236.0,73388.0,273.0,85468.0,220.0,75433.0,217.0,79546.42857142857,11822.093270048044,2012-10-26,76261.0
2012-10-27,52,268.0,10.45,0,87596.0,0,5,1,10,2012,3,76261.0,219.0,84545.0,442.0,88712.0,371.0,141897.01,1021.7100000000002,86770.0,347.0,79527.85714285714,11827.976953373081,2012-10-27,87596.0
2012-10-28,43,194.0,8.55,0,71325.0,0,6,1,10,2012,3,87596.0,268.0,104420.0,270.0,75741.0,262.0,113170.0,938.0,77541.0,216.0,79963.71428571429,12096.829057157758,2012-10-28,71325.0
2012-10-29,30,121.0,9.8,0,91751.0,0,0,0,10,2012,3,71325.0,194.0,73035.0,132.0,51602.0,133.0,105175.0,583.0,52445.0,120.0,75235.85714285714,5745.268790595503,2012-10-29,91751.0
2012-10-30,29,141.0,5.64,0,79117.0,0,1,0,10,2012,3,91751.0,121.0,73809.0,161.0,61551.0,158.0,58771.0,119.0,88131.0,146.0,77909.57142857143,8325.799418216944,2012-10-30,79117.0
2012-10-31,32,175.0,6.23,0,85740.0,0,2,0,10,2012,3,79117.0,141.0,73887.0,181.0,57316.0,143.0,58796.0,124.0,67277.0,135.0,78667.85714285714,8129.491915828725,2012-10-31,85740.0
2012-11-01,36,169.0,10.31,0,79272.0,0,3,0,11,2012,3,85740.0,175.0,70738.0,171.0,70666.0,168.0,85021.0,174.0,81744.0,181.0,80361.14285714286,8201.828321144305,2012-11-01,79272.0
2012-11-02,55,261.0,5.46,0,51177.0,0,4,0,11,2012,3,79272.0,169.0,76261.0,219.0,76391.0,236.0,73388.0,273.0,85468.0,220.0,81580.28571428571,7092.215397046005,2012-11-02,51177.0
2012-11-03,44,367.0,6.38,0,104260.0,0,5,1,11,2012,3,51177.0,261.0,87596.0,268.0,84545.0,442.0,88712.0,371.0,141897.01,1021.7100000000002,77996.85714285714,13589.060397105868,2012-11-03,104260.0
2012-11-04,39,274.0,9.72,0,101081.0,0,6,1,11,2012,3,104260.0,367.0,71325.0,194.0,104420.0,270.0,75741.0,262.0,113170.0,938.0,80377.42857142857,16662.906217675496,2012-11-04,101081.0
2012-11-05,18,130.0,8.6,0,78174.0,0,0,0,11,2012,3,101081.0,274.0,91751.0,121.0,73035.0,132.0,51602.0,133.0,105175.0,583.0,84628.28571428571,17730.00076813583,2012-11-05,78174.0
2012-11-06,23,130.0,9.58,0,71337.0,0,1,0,11,2012,3,78174.0,130.0,79117.0,141.0,73809.0,161.0,61551.0,158.0,58771.0,119.0,82688.71428571429,17562.78616577573,2012-11-06,71337.0
2012-11-07,36,149.0,10.57,0,79913.0,0,2,0,11,2012,3,71337.0,130.0,85740.0,175.0,73887.0,181.0,57316.0,143.0,58796.0,124.0,81577.28571428571,18065.464785185108,2012-11-07,79913.0
2012-11-08,43,173.0,6.53,0,82291.0,0,3,0,11,2012,3,79913.0,149.0,79272.0,169.0,70738.0,171.0,70666.0,168.0,85021.0,174.0,80744.85714285714,17975.71140389697,2012-11-08,82291.0
2012-11-09,66,250.0,8.28,0,82617.0,0,4,0,11,2012,3,82291.0,173.0,51177.0,261.0,76261.0,219.0,76391.0,236.0,73388.0,273.0,81176.14285714286,17970.700231474704,2012-11-09,82617.0
2012-11-10,85,1021.7100000000002,10.18,1,141897.01,0,5,1,11,2012,3,82617.0,250.0,104260.0,367.0,87596.0,268.0,84545.0,442.0,88712.0,371.0,85667.57142857143,12237.874159852397,2012-11-10,141897.01
2012-11-11,85,1021.7100000000002,7.89,1,141094.0,1,6,1,11,2012,3,141897.01,1021.7100000000002,101081.0,274.0,71325.0,194.0,104420.0,270.0,75741.0,262.0,91044.28714285714,24194.700667993955,2012-11-11,141094.0
2012-11-12,68,993.0,9.11,1,141897.01,1,0,0,11,2012,3,141094.0,1021.7100000000002,78174.0,130.0,91751.0,121.0,73035.0,132.0,51602.0,133.0,96760.43000000001,30789.11975153405,2012-11-12,141897.01
2012-11-13,29,148.0,6.45,0,94505.0,0,1,0,11,2012,3,141897.01,993.0,71337.0,130.0,79117.0,141.0,73809.0,161.0,61551.0,158.0,105863.71714285715,33663.991610126934,2012-11-13,94505.0
2012-11-14,43,157.0,7.95,0,67444.0,0,2,0,11,2012,3,94505.0,148.0,79913.0,149.0,85740.0,175.0,73887.0,181.0,57316.0,143.0,109173.43142857144,30713.27830287015,2012-11-14,67444.0
2012-11-15,46,190.0,10.7,0,73742.0,0,3,0,11,2012,3,67444.0,157.0,82291.0,173.0,79272.0,169.0,70738.0,171.0,70666.0,168.0,107392.14571428571,32971.69122406778,2012-11-15,73742.0
2012-11-16,85,280.0,14.53,0,100493.0,0,4,0,11,2012,3,73742.0,190.0,82617.0,250.0,51177.0,261.0,76261.0,219.0,76391.0,236.0,106170.86,34192.14956658676,2012-11-16,100493.0
2012-11-17,85,498.0,19.24,0,141897.01,0,5,1,11,2012,3,100493.0,280.0,141897.01,1021.7100000000002,104260.0,367.0,87596.0,268.0,84545.0,442.0,108724.57428571429,32778.09768888266,2012-11-17,141897.01
2012-11-18,79,365.0,14.42,0,106408.0,0,6,1,11,2012,3,141897.01,498.0,141094.0,1021.7100000000002,101081.0,274.0,71325.0,194.0,104420.0,270.0,108724.57428571429,32778.09768888266,2012-11-18,106408.0
2012-11-19,38,247.0,8.53,0,80932.0,0,0,0,11,2012,3,106408.0,365.0,141897.01,993.0,78174.0,130.0,91751.0,121.0,73035.0,132.0,103769.43142857144,29530.02663622605,2012-11-19,80932.0
2012-11-20,33,255.0,14.24,0,80284.0,0,1,0,11,2012,3,80932.0,247.0,94505.0,148.0,71337.0,130.0,79117.0,141.0,73809.0,161.0,95060.14428571428,25063.28352921327,2012-11-20,80284.0
2012-11-21,47,279.0,13.66,0,101002.0,0,2,0,11,2012,3,80284.0,255.0,67444.0,157.0,79913.0,149.0,85740.0,175.0,73887.0,181.0,93028.57285714286,25684.445244424263,2012-11-21,101002.0
2012-11-22,32,406.0,14.64,0,80042.0,1,3,0,11,2012,3,101002.0,279.0,73742.0,190.0,82291.0,173.0,79272.0,169.0,70738.0,171.0,97822.57285714286,23116.633568360012,2012-11-22,80042.0
2012-11-23,85,1021.7100000000002,15.32,0,141897.01,0,4,0,11,2012,3,80042.0,406.0,100493.0,280.0,82617.0,250.0,51177.0,261.0,76261.0,219.0,98722.57285714286,22124.18460720822,2012-11-23,141897.01
2012-11-24,74,509.0,15.82,0,101387.0,0,5,1,11,2012,3,141897.01,1021.7100000000002,141897.01,498.0,141897.01,1021.7100000000002,104260.0,367.0,87596.0,268.0,104637.43142857144,27546.554576139293,2012-11-24,101387.0
2012-11-25,51,381.0,16.87,0,117553.0,0,6,1,11,2012,3,101387.0,509.0,106408.0,365.0,141094.0,1021.7100000000002,101081.0,274.0,71325.0,194.0,98850.28714285714,22138.68352892351,2012-11-25,117553.0
2012-11-26,32,150.0,14.04,0,91151.0,0,0,0,11,2012,3,117553.0,381.0,80932.0,247.0,141897.01,993.0,78174.0,130.0,91751.0,121.0,100442.43000000001,23150.4350672071,2012-11-26,91151.0
2012-11-27,23,141.0,10.28,0,70434.0,0,1,0,11,2012,3,91151.0,150.0,80284.0,255.0,94505.0,148.0,71337.0,130.0,79117.0,141.0,101902.28714285714,22009.132102088053,2012-11-27,70434.0
2012-11-28,24,164.0,10.84,0,115107.0,0,2,0,11,2012,3,70434.0,141.0,101002.0,279.0,67444.0,157.0,79913.0,149.0,85740.0,175.0,100495.14428571428,23858.799127695722,2012-11-28,115107.0
