Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,Store
2013-03-29,20,146,7.92,No,39376,Baltimore
2013-03-30,15,185,7.77,No,47234,Baltimore
2013-03-31,7,0,6.51,No,26218,Baltimore
2013-04-01,10,100,9.02,No,37691,Baltimore
2013-04-02,12,87,6.37,No,35095,Baltimore
2013-04-03,13,103,6.34,No,36838,Baltimore
2013-04-04,27,103,7.8,No,34448,Baltimore
2013-04-05,18,149,10.46,No,40098,Baltimore
2013-04-06,15,184,8.43,No,42391,Baltimore
2013-04-07,19,128,9.2,No,36794,Baltimore
2013-04-08,11,77,8.19,No,30200,Baltimore
2013-04-09,11,59,10.27,No,30758,Baltimore
2013-04-10,14,61,8.43,No,30503,Baltimore
2013-04-11,19,79,6.95,No,37311,Baltimore
2013-04-12,16,112,9.71,No,35606,Baltimore
2013-04-13,19,168,9.12,No,39334,Baltimore
2013-04-14,17,133,9.93,No,36689,Baltimore
2013-04-15,12,54,8.68,No,31807,Baltimore
2013-04-16,16,61,7.54,No,31423,Baltimore
2013-04-17,15,71,8.49,No,29703,Baltimore
2013-04-18,19,69,11.62,No,31366,Baltimore
2013-04-19,19,102,10.58,No,33256,Baltimore
2013-04-20,24,157,10.3,No,41566,Baltimore
2013-04-21,15,115,12.08,No,33951,Baltimore
2013-04-22,9,63,10.17,No,34896,Baltimore
2013-04-23,11,71,7.11,No,42248,Baltimore
2013-04-24,12,66,9.37,No,33263,Baltimore
2013-04-25,15,73,10.67,No,38729,Baltimore
2013-04-26,23,107,9.08,No,36689,Baltimore
2013-04-27,16,177,6.89,No,44195,Baltimore
2013-04-28,18,116,7.97,No,31213,Baltimore
2013-04-29,11,73,10.65,No,29065,Baltimore
2013-04-30,12,65,7.8,No,40183,Baltimore
2013-05-01,15,71,11.18,No,44644,Baltimore
2013-05-02,16,78,10.28,No,32779,Baltimore
2013-05-03,14,99,11.84,No,36015,Baltimore
2013-05-04,16,164,10.76,No,38127,Baltimore
2013-05-05,15,131,10.87,No,42165,Baltimore
2013-05-06,9,86,8.49,No,35486,Baltimore
2013-05-07,10,78,8.04,No,32888,Baltimore
2013-05-08,12,80,8.01,No,31840,Baltimore
2013-05-09,20,88,6.17,No,40765,Baltimore
2013-05-10,16,116,8.27,No,38978,Baltimore
2013-05-11,17,176,10.58,No,43649,Baltimore
2013-05-12,21,120,8.89,No,33668,Baltimore
2013-05-13,10,50,9.37,No,34384,Baltimore
2013-05-14,10,60,8.31,No,33098,Baltimore
2013-05-15,13,78,8.8,No,39686,Baltimore
2013-05-16,16,93,7.53,No,38757,Baltimore
2013-05-17,19,138,8.75,No,36661,Baltimore
2013-05-18,17,178,5.85,No,41292,Baltimore
2013-05-19,20,132,6.86,No,32096,Baltimore
2013-05-20,11,75,7.75,No,40887,Baltimore
2013-05-21,12,72,5.42,No,31861,Baltimore
2013-05-22,10,85,7.84,No,32028,Baltimore
2013-05-23,17,119,9.88,No,43032,Baltimore
2013-05-24,17,140,11.38,No,38893,Baltimore
2013-05-25,47,807,12.44,Yes,94310,Baltimore
2013-05-26,39,535,11.78,Yes,61910,Baltimore
2013-05-27,28,553,15.73,Yes,68710,Baltimore
2013-05-28,14,82,14.08,No,33565,Baltimore
2013-05-29,12,82,13.58,No,28092,Baltimore
2013-05-30,20,77,8.25,No,38618,Baltimore
2013-05-31,17,114,9.86,No,33682,Baltimore
2013-06-01,14,181,9.84,No,45300,Baltimore
2013-06-02,17,139,10.92,No,38835,Baltimore
2013-06-03,9,92,8.81,No,31469,Baltimore
2013-06-04,8,84,10.51,No,34434,Baltimore
2013-06-05,15,89,8.62,No,35777,Baltimore
2013-06-06,19,94,9.64,No,34554,Baltimore
2013-06-07,14,114,10.29,No,33878,Baltimore
2013-06-08,18,181,11.63,No,41265,Baltimore
2013-06-09,27,121,10.44,No,41927,Baltimore
2013-06-10,11,82,9.17,No,35276,Baltimore
2013-06-11,9,86,8.94,No,32774,Baltimore
2013-06-12,10,82,11.71,No,33198,Baltimore
2013-06-13,19,106,14.43,No,34802,Baltimore
2013-06-14,14,118,10.42,No,39639,Baltimore
2013-06-15,18,185,11.44,No,38349,Baltimore
2013-06-16,15,106,8.77,No,38333,Baltimore
2013-06-17,8,71,13.64,No,30172,Baltimore
2013-06-18,10,89,13.25,No,37002,Baltimore
2013-06-19,10,91,12.19,No,33218,Baltimore
2013-06-20,16,91,9.17,No,33436,Baltimore
2013-06-21,14,125,10.83,No,31471,Baltimore
2013-06-22,14,160,12.8,No,44943,Baltimore
2013-06-23,18,115,11.94,No,34865,Baltimore
2013-06-24,11,86,12.32,No,35598,Baltimore
2013-06-25,11,81,12.73,No,32455,Baltimore
2013-06-26,8,98,10.79,No,35649,Baltimore
2013-06-27,10,100,14.12,No,30761,Baltimore
2013-06-28,14,117,13.14,No,37375,Baltimore
2013-06-29,15,174,14.27,No,39217,Baltimore
2013-06-30,20,149,14.93,No,41493,Baltimore
2013-07-01,9,105,13.89,No,36475,Baltimore
2013-07-02,8,120,16.2,No,37264,Baltimore
2013-07-03,14,129,13.5,No,27906,Baltimore
2013-07-04,16,153,14.22,No,39862,Baltimore
2013-07-05,17,168,15.59,No,33718,Baltimore
2013-07-06,15,202,14.69,No,40657,Baltimore
2013-07-07,12,146,10.88,No,46078,Baltimore
2013-07-08,10,105,12.62,No,39560,Baltimore
2013-07-09,9,107,12.23,No,47542,Baltimore
2013-07-10,10,112,11.28,No,31912,Baltimore
2013-07-11,11,110,13.51,No,36332,Baltimore
2013-07-12,16,129,12.89,No,30052,Baltimore
2013-07-13,19,172,11.34,No,32301,Baltimore
2013-07-14,13,133,12.16,No,32784,Baltimore
2013-07-15,11,112,11.34,No,39273,Baltimore
2013-07-16,11,131,10.87,No,42966,Baltimore
2013-07-17,8,116,12.52,No,36203,Baltimore
2013-07-18,12,119,13.77,No,39081,Baltimore
2013-07-19,20,123,12.72,No,36274,Baltimore
2013-07-20,14,179,10.32,No,40469,Baltimore
2013-07-21,19,140,10.48,No,32825,Baltimore
2013-07-22,12,121,7.99,No,27097,Baltimore
2013-07-23,17,118,6.42,No,38423,Baltimore
2013-07-24,17,118,8.4,No,26163,Baltimore
2013-07-25,14,99,9.32,No,36832,Baltimore
2013-07-26,15,125,8.39,No,29908,Baltimore
2013-07-27,20,171,8.71,No,48775,Baltimore
2013-07-28,27,99,9.24,No,31960,Baltimore
2013-07-29,9,98,6.39,No,29387,Baltimore
2013-07-30,11,94,9.39,No,37735,Baltimore
2013-07-31,12,108,7.09,No,30575,Baltimore
2013-08-01,19,127,10.22,No,38538,Baltimore
2013-08-02,19,122,9.65,No,34306,Baltimore
2013-08-03,19,161,6.84,No,38411,Baltimore
2013-08-04,12,144,6.27,No,36274,Baltimore
2013-08-05,8,96,6.87,No,28802,Baltimore
2013-08-06,8,89,8.81,No,26796,Baltimore
2013-08-07,8,96,7.56,No,38296,Baltimore
2013-08-08,14,108,10.34,No,29043,Baltimore
2013-08-09,19,124,14.82,No,43516,Baltimore
2013-08-10,21,162,11.43,No,37025,Baltimore
2013-08-11,19,126,13.24,No,38614,Baltimore
2013-08-12,12,93,12.13,No,30789,Baltimore
2013-08-13,15,108,13.47,No,39901,Baltimore
2013-08-14,12,93,7.75,No,34457,Baltimore
2013-08-15,15,90,10.71,No,28502,Baltimore
2013-08-16,16,112,7.77,No,36499,Baltimore
2013-08-17,14,164,8.59,No,38420,Baltimore
2013-08-18,17,107,9.45,No,33643,Baltimore
2013-08-19,9,93,12.56,No,28320,Baltimore
2013-08-20,11,81,9.66,No,28417,Baltimore
2013-08-21,12,100,12.22,No,36580,Baltimore
2013-08-22,14,95,13.08,No,29323,Baltimore
2013-08-23,12,104,9.73,No,31200,Baltimore
2013-08-24,25,159,12.98,No,36541,Baltimore
2013-08-25,25,126,13.47,No,31441,Baltimore
2013-08-26,11,88,12.99,No,28190,Baltimore
2013-08-27,10,78,13.16,No,29162,Baltimore
2013-08-28,9,78,13.36,No,40098,Baltimore
2013-08-29,15,90,10.54,No,35541,Baltimore
2013-08-30,18,111,10.85,No,34810,Baltimore
2013-08-31,14,177,15.01,No,33837,Baltimore
2013-09-01,13,141,11.74,No,36597,Baltimore
2013-09-02,9,158,10.48,No,36029,Baltimore
2013-09-03,10,64,10.54,No,29374,Baltimore
2013-09-04,13,57,12.29,No,31242,Baltimore
2013-09-05,14,64,10.97,No,30426,Baltimore
2013-09-06,14,82,8.02,No,31962,Baltimore
2013-09-07,16,127,11.89,No,38886,Baltimore
2013-09-08,15,94,12.3,No,30928,Baltimore
2013-09-09,8,68,9.87,No,30442,Baltimore
2013-09-10,11,57,11.59,No,33932,Baltimore
2013-09-11,22,261,8.1,Yes,44728,Baltimore
2013-09-12,35,286,10.6,Yes,54070,Baltimore
2013-09-13,49,380,9.31,Yes,61580,Baltimore
2013-09-14,16,129,11.63,No,34252,Baltimore
2013-09-15,12,106,7.86,No,32282,Baltimore
2013-09-16,9,84,8.75,No,31232,Baltimore
2013-09-17,14,70,15.15,No,31270,Baltimore
2013-09-18,13,65,7.75,No,27089,Baltimore
2013-09-19,14,70,8.62,No,33019,Baltimore
2013-09-20,18,110,13.14,No,32470,Baltimore
2013-09-21,18,138,13.75,No,43841,Baltimore
2013-09-22,18,103,12.1,No,33616,Baltimore
2013-09-23,12,63,12.48,No,22174,Baltimore
2013-09-24,8,65,6.74,No,34584,Baltimore
2013-09-25,16,67,12.56,No,34058,Baltimore
2013-09-26,18,74,9.29,No,27853,Baltimore
2013-09-27,6,98,11.4,No,38237,Baltimore
2013-09-28,17,151,7.35,No,39767,Baltimore
2013-09-29,16,95,11.45,No,33790,Baltimore
2013-09-30,10,51,9.15,No,26129,Baltimore
2013-10-01,9,51,10.1,No,24099,Baltimore
2013-10-02,13,63,7.76,No,25816,Baltimore
2013-10-03,17,79,13.1,No,38226,Baltimore
2013-10-04,12,107,10.95,No,34099,Baltimore
2013-10-05,18,176,12.12,No,45120,Baltimore
2013-10-06,16,114,10.66,No,29315,Baltimore
2013-10-07,10,65,10.64,No,26913,Baltimore
2013-10-08,4,70,9.48,No,31933,Baltimore
2013-10-09,14,74,11.26,No,27510,Baltimore
2013-10-10,15,90,12.38,No,32048,Baltimore
2013-10-11,21,118,13.71,No,31134,Baltimore
2013-10-12,35,660,14.07,Yes,80890,Baltimore
2013-10-13,38,514,10.47,Yes,59886,Baltimore
2013-10-14,32,300,10.72,Yes,58521,Baltimore
2013-10-15,5,69,12.67,No,30680,Baltimore
2013-10-16,10,74,11.4,No,31164,Baltimore
2013-10-17,18,67,10.86,No,35764,Baltimore
2013-10-18,21,92,9.34,No,34554,Baltimore
2013-10-19,22,140,9.94,No,35158,Baltimore
2013-10-20,13,106,9.6,No,31255,Baltimore
2013-10-21,10,53,12.88,No,28856,Baltimore
2013-10-22,10,55,7.39,No,32513,Baltimore
2013-10-23,10,71,8.52,No,39750,Baltimore
2013-10-24,18,73,9.16,No,38173,Baltimore
2013-10-25,31,119,14.63,No,35724,Baltimore
2013-10-26,18,151,9.76,No,38770,Baltimore
2013-10-27,10,108,10.08,No,32151,Baltimore
2013-10-28,13,76,10.64,No,33723,Baltimore
2013-10-29,7,76,7.43,No,33866,Baltimore
2013-10-30,12,66,6.9,No,26877,Baltimore
2013-10-31,22,50,6.99,No,32300,Baltimore
2013-11-01,23,87,10.61,No,43142,Baltimore
2013-11-02,24,137,12.53,No,50406,Baltimore
2013-11-03,23,121,14.33,No,47009,Baltimore
2013-11-04,8,57,7.94,No,39517,Baltimore
2013-11-05,13,69,8.84,No,36168,Baltimore
2013-11-06,18,66,10.46,No,36540,Baltimore
2013-11-07,18,66,12.6,No,39510,Baltimore
2013-11-08,15,116,7.69,No,44592,Baltimore
2013-11-09,40,670,9.51,Yes,85350,Baltimore
2013-11-10,55,513,14.37,Yes,86667,Baltimore
2013-11-11,32,463,13.41,Yes,54125,Baltimore
2013-11-12,15,72,12.43,No,47347,Baltimore
2013-11-13,11,68,8.16,No,45341,Baltimore
2013-11-14,13,79,13.99,No,43213,Baltimore
2013-11-15,19,102,13.03,No,37981,Baltimore
2013-11-16,16,188,9.43,No,48566,Baltimore
2013-11-17,17,140,11.07,No,48310,Baltimore
2013-11-18,9,79,9.25,No,39161,Baltimore
2013-11-19,15,68,16.46,No,37061,Baltimore
2013-11-20,12,70,12.87,No,50561,Baltimore
2013-11-21,16,84,10.98,No,39843,Baltimore
2013-11-22,17,108,12.72,No,48206,Baltimore
2013-11-23,24,230,16.24,No,73686,Baltimore
2013-11-24,40,160,12.53,No,51416,Baltimore
2013-11-25,14,88,14.78,No,48860,Baltimore
2013-11-26,13,85,14.06,No,35680,Baltimore
2013-11-27,23,175,24.09,No,65270,Baltimore
2013-11-28,43,393,19.65,No,72759,Baltimore
2013-11-29,62,818,21.72,No,105102,Baltimore
2013-11-30,21,265,24.51,No,66385,Baltimore
2013-12-01,26,189,18.13,No,53559,Baltimore
2013-12-02,14,90,14.16,No,56760,Baltimore
2013-12-03,15,67,16.59,No,54799,Baltimore
2013-12-04,12,101,16.07,No,48549,Baltimore
2013-12-05,18,90,18.92,No,54524,Baltimore
2013-12-06,23,125,12.94,No,53209,Baltimore
2013-12-07,24,190,15.72,No,65983,Baltimore
2013-12-08,23,181,16.7,No,54231,Baltimore
2013-12-09,15,94,15.12,No,51918,Baltimore
2013-12-10,12,98,19.92,No,56093,Baltimore
2013-12-11,11,114,16.75,No,56731,Baltimore
2013-12-12,21,123,13.84,No,50441,Baltimore
2013-12-13,20,147,15.36,No,65801,Baltimore
2013-12-14,42,310,28.01,No,87785,Baltimore
2013-12-15,15,227,24.18,No,73417,Baltimore
