<<<<<<< HEAD
Date,Num_Employees,Num_Customers,Pct_On_Sale,TouristEvent,Sales,is_holiday,day_of_week,IsWeekend,month,year,season_num,sales_lag_1,customers_lag_1,sales_lag_7,customers_lag_7,sales_lag_14,customers_lag_14,sales_lag_21,customers_lag_21,sales_lag_28,customers_lag_28,sales_roll_mean_7,sales_roll_std_7,ds,y
2012-08-08,6.0,76.0,10.71,0,17010.0,0,2,0,8,2012,2,20904.0,63.0,17580.0,81.0,22028.0,76.0,22328.0,73.0,24364.0,70.0,20924.285714285714,2204.5681144905866,2012-08-08,17010.0
2012-08-09,9.0,69.0,9.23,0,22053.0,0,3,0,8,2012,2,17010.0,76.0,18984.0,82.0,14971.0,78.0,21355.0,81.0,23707.0,76.0,20842.85714285714,2354.134478498871,2012-08-09,22053.0
2012-08-10,11.0,93.0,14.62,0,20532.0,0,4,0,8,2012,2,22053.0,69.0,22136.0,85.0,24626.0,88.0,23471.0,81.0,21728.0,79.0,21281.285714285714,2232.9074256288773,2012-08-10,20532.0
2012-08-11,10.0,107.0,12.24,0,20392.0,0,5,1,8,2012,2,20532.0,93.0,21602.0,114.0,29912.0,112.0,23647.0,114.0,22557.0,103.0,21052.14285714286,2212.7886198619344,2012-08-11,20392.0
2012-08-12,13.0,91.0,8.9,0,21727.0,0,6,1,8,2012,2,20392.0,107.0,24428.0,90.0,21111.0,79.0,23127.0,82.0,19341.0,78.0,20879.285714285714,2209.935497873617,2012-08-12,21727.0
2012-08-13,6.0,67.0,10.86,0,21963.0,0,0,0,8,2012,2,21727.0,91.0,20836.0,63.0,24762.0,67.0,17733.0,69.0,22671.0,67.0,20493.428571428572,1652.5705085454865,2012-08-13,21963.0
2012-08-14,9.0,63.0,8.96,0,21853.0,0,1,0,8,2012,2,21963.0,67.0,20904.0,63.0,18873.0,64.0,21533.0,69.0,20870.0,70.0,20654.428571428572,1743.883296663213,2012-08-14,21853.0
2012-08-15,9.0,67.0,9.52,0,19088.0,0,2,0,8,2012,2,21853.0,63.0,17010.0,76.0,17580.0,81.0,22028.0,76.0,22328.0,73.0,20790.0,1802.4244783069287,2012-08-15,19088.0
2012-08-16,16.0,93.0,8.76,0,29291.0,0,3,0,8,2012,2,19088.0,67.0,22053.0,69.0,18984.0,82.0,14971.0,78.0,21355.0,81.0,21086.85714285714,1116.8362202476917,2012-08-16,29291.0
2012-08-17,9.0,88.0,9.8,0,23106.0,0,4,0,8,2012,2,29291.0,93.0,20532.0,93.0,22136.0,85.0,24626.0,88.0,23471.0,81.0,22120.85714285714,3326.0180110041224,2012-08-17,23106.0
2012-08-18,9.0,105.0,7.33,0,21944.0,0,5,1,8,2012,2,23106.0,88.0,20392.0,107.0,21602.0,114.0,29912.0,112.0,23647.0,114.0,22488.571428571428,3262.7676828700146,2012-08-18,21944.0
2012-08-19,12.0,80.0,10.05,0,25229.0,0,6,1,8,2012,2,21944.0,105.0,21727.0,91.0,24428.0,90.0,21111.0,79.0,23127.0,82.0,22710.285714285714,3147.2412106629595,2012-08-19,25229.0
2012-08-20,11.0,52.0,9.29,0,18984.0,0,0,0,8,2012,2,25229.0,80.0,21963.0,67.0,20836.0,63.0,24762.0,67.0,17733.0,69.0,23210.571428571428,3241.8059193985737,2012-08-20,18984.0
2012-08-21,7.0,62.0,11.44,0,18873.0,0,1,0,8,2012,2,18984.0,52.0,21853.0,63.0,20904.0,63.0,18873.0,64.0,21533.0,69.0,22785.0,3607.7584915475354,2012-08-21,18873.0
2012-08-22,8.0,62.0,11.72,0,18011.0,0,2,0,8,2012,2,18873.0,62.0,19088.0,67.0,17010.0,76.0,17580.0,81.0,22028.0,76.0,22359.285714285714,3900.0431499444444,2012-08-22,18011.0
2012-08-23,14.0,69.0,8.24,0,21435.0,0,3,0,8,2012,2,18011.0,62.0,29291.0,93.0,22053.0,69.0,18984.0,82.0,14971.0,78.0,22205.428571428572,4068.2222512682733,2012-08-23,21435.0
2012-08-24,13.0,94.0,13.17,0,21515.0,0,4,0,8,2012,2,21435.0,69.0,23106.0,88.0,20532.0,93.0,22136.0,85.0,24626.0,88.0,21083.14285714286,2610.049643753382,2012-08-24,21515.0
2012-08-25,14.0,126.0,9.93,0,22516.0,0,5,1,8,2012,2,21515.0,94.0,21944.0,105.0,20392.0,107.0,21602.0,114.0,29912.0,112.0,20855.85714285714,2470.057113278387,2012-08-25,22516.0
2012-08-26,12.0,89.0,15.14,0,18622.0,0,6,1,8,2012,2,22516.0,126.0,25229.0,80.0,21727.0,91.0,24428.0,90.0,21111.0,79.0,20937.571428571428,2520.99093328681,2012-08-26,18622.0
2012-08-27,7.0,60.0,9.53,0,22426.0,0,0,0,8,2012,2,18622.0,89.0,18984.0,52.0,21963.0,67.0,20836.0,63.0,24762.0,67.0,19993.714285714286,1772.090076179891,2012-08-27,22426.0
2012-08-28,6.0,60.0,10.92,0,21801.0,0,1,0,8,2012,2,22426.0,60.0,18873.0,62.0,21853.0,63.0,20904.0,63.0,18873.0,64.0,20485.428571428572,1916.847660191327,2012-08-28,21801.0
2012-08-29,9.0,51.0,11.11,0,18248.0,0,2,0,8,2012,2,21801.0,60.0,18011.0,62.0,19088.0,67.0,17010.0,76.0,17580.0,81.0,20903.714285714286,1823.5446904573657,2012-08-29,18248.0
2012-08-30,13.0,52.0,10.34,0,20676.0,0,3,0,8,2012,2,18248.0,51.0,21435.0,69.0,29291.0,93.0,22053.0,69.0,18984.0,82.0,20937.571428571428,1762.048510223531,2012-08-30,20676.0
2012-08-31,15.0,80.0,9.39,0,21933.0,0,4,0,8,2012,2,20676.0,52.0,21515.0,94.0,23106.0,88.0,20532.0,93.0,22136.0,85.0,20829.14285714286,1749.6464812995291,2012-08-31,21933.0
2012-09-01,14.0,126.0,13.1,0,23343.0,0,5,1,9,2012,3,21933.0,80.0,22516.0,126.0,21944.0,105.0,20392.0,107.0,21602.0,114.0,20888.85714285714,1783.756189297505,2012-09-01,23343.0
2012-09-02,13.0,109.0,11.09,0,23365.0,0,6,1,9,2012,3,23343.0,126.0,18622.0,89.0,25229.0,80.0,21727.0,91.0,24428.0,90.0,21007.0,1930.8131275018163,2012-09-02,23365.0
2012-09-03,5.0,111.0,10.0,0,22647.0,1,0,0,9,2012,3,23365.0,109.0,22426.0,60.0,18984.0,52.0,21963.0,67.0,20836.0,63.0,21684.571428571428,1780.7514197797586,2012-09-03,22647.0
2012-09-04,11.0,43.0,8.27,0,19172.0,0,1,0,9,2012,3,22647.0,111.0,21801.0,60.0,18873.0,62.0,21853.0,63.0,20904.0,63.0,21716.14285714286,1797.9631465050898,2012-09-04,19172.0
2012-09-05,9.0,40.0,8.27,0,16057.0,0,2,0,9,2012,3,19172.0,43.0,18248.0,51.0,18011.0,62.0,19088.0,67.0,17010.0,76.0,21340.571428571428,2036.095680229106,2012-09-05,16057.0
2012-09-06,15.0,54.0,7.03,0,20877.0,0,3,0,9,2012,3,16057.0,40.0,20676.0,52.0,21435.0,69.0,29291.0,93.0,22053.0,69.0,21027.571428571428,2662.719778543665,2012-09-06,20877.0
2012-09-07,9.0,61.0,7.61,0,22423.0,0,4,0,9,2012,3,20877.0,54.0,21933.0,80.0,21515.0,94.0,23106.0,88.0,20532.0,93.0,21056.285714285714,2659.3782929026684,2012-09-07,22423.0
2012-09-08,8.0,83.0,6.92,0,22728.0,0,5,1,9,2012,3,22423.0,61.0,23343.0,126.0,22516.0,126.0,21944.0,105.0,20392.0,107.0,21126.285714285714,2692.5433276789768,2012-09-08,22728.0
2012-09-09,16.0,66.0,6.65,0,21703.0,0,6,1,9,2012,3,22728.0,83.0,23365.0,109.0,18622.0,89.0,25229.0,80.0,21727.0,91.0,21038.428571428572,2617.134938384778,2012-09-09,21703.0
2012-09-10,14.0,150.0,8.37,1,25937.0,0,0,0,9,2012,3,21703.0,66.0,22647.0,111.0,22426.0,60.0,18984.0,52.0,21963.0,67.0,20801.0,2440.303464735484,2012-09-10,25937.0
2012-09-11,15.0,172.0,6.0,1,41318.0,0,1,0,9,2012,3,25937.0,150.0,19172.0,43.0,21801.0,60.0,18873.0,62.0,21853.0,63.0,21271.0,3086.3939584354225,2012-09-11,41318.0
2012-09-12,21.0,167.0,8.73,1,32062.0,0,2,0,9,2012,3,41318.0,172.0,16057.0,40.0,18248.0,51.0,18011.0,62.0,19088.0,67.0,24434.714285714286,8005.911955429892,2012-09-12,32062.0
2012-09-13,11.0,57.0,9.31,0,18136.0,0,3,0,9,2012,3,32062.0,167.0,20877.0,54.0,20676.0,52.0,21435.0,69.0,29291.0,93.0,26721.14285714286,7482.901162618938,2012-09-13,18136.0
2012-09-14,11.0,63.0,8.52,0,21411.0,0,4,0,9,2012,3,18136.0,57.0,22423.0,61.0,21933.0,80.0,21515.0,94.0,23106.0,88.0,26329.571428571428,7899.791492124818,2012-09-14,21411.0
2012-09-15,12.0,91.0,9.64,0,23280.0,0,5,1,9,2012,3,21411.0,63.0,22728.0,83.0,23343.0,126.0,22516.0,126.0,21944.0,105.0,26185.0,7991.922714007356,2012-09-15,23280.0
2012-09-16,12.0,66.0,7.22,0,23433.0,0,6,1,9,2012,3,23280.0,91.0,21703.0,66.0,23365.0,109.0,18622.0,89.0,25229.0,80.0,26263.85714285714,7954.763969441447,2012-09-16,23433.0
2012-09-17,5.0,44.0,5.92,0,22817.0,0,0,0,9,2012,3,23433.0,66.0,25937.0,150.0,22647.0,111.0,22426.0,60.0,18984.0,52.0,26511.0,7815.096459204244,2012-09-17,22817.0
2012-09-18,6.0,40.0,8.49,0,22020.0,0,1,0,9,2012,3,22817.0,44.0,41318.0,172.0,19172.0,43.0,21801.0,60.0,18873.0,62.0,26065.285714285714,7941.24179446107,2012-09-18,22020.0
2012-09-19,8.0,40.0,6.17,0,20609.0,0,2,0,9,2012,3,22020.0,40.0,32062.0,167.0,16057.0,40.0,18248.0,51.0,18011.0,62.0,23308.428571428572,4260.225770900839,2012-09-19,20609.0
2012-09-20,16.0,55.0,9.63,0,21634.0,0,3,0,9,2012,3,20609.0,40.0,18136.0,57.0,20877.0,54.0,20676.0,52.0,21435.0,69.0,21672.285714285714,1862.8069961114913,2012-09-20,21634.0
2012-09-21,11.0,68.0,9.71,0,21052.0,0,4,0,9,2012,3,21634.0,55.0,21411.0,63.0,22423.0,61.0,21933.0,80.0,21515.0,94.0,22172.0,1046.2988738086992,2012-09-21,21052.0
2012-09-22,14.0,107.0,6.87,0,19864.0,0,5,1,9,2012,3,21052.0,68.0,23280.0,91.0,22728.0,83.0,23343.0,126.0,22516.0,126.0,22120.714285714286,1097.3692350778094,2012-09-22,19864.0
2012-09-23,18.0,78.0,10.64,0,18728.0,0,6,1,9,2012,3,19864.0,107.0,23433.0,66.0,21703.0,66.0,23365.0,109.0,18622.0,89.0,21632.714285714286,1245.466674823238,2012-09-23,18728.0
2012-09-24,7.0,43.0,9.93,0,20058.0,0,0,0,9,2012,3,18728.0,78.0,22817.0,44.0,25937.0,150.0,22647.0,111.0,22426.0,60.0,20960.571428571428,1374.8350030873878,2012-09-24,20058.0
2012-09-25,10.0,38.0,8.36,0,18209.0,0,1,0,9,2012,3,20058.0,43.0,22020.0,40.0,41318.0,172.0,19172.0,43.0,21801.0,60.0,20566.428571428572,1127.082939441886,2012-09-25,18209.0
2012-09-26,11.0,43.0,12.02,0,17724.0,0,2,0,9,2012,3,18209.0,38.0,20609.0,40.0,32062.0,167.0,16057.0,40.0,18248.0,51.0,20022.0,1224.178500056265,2012-09-26,17724.0
2012-09-27,16.0,48.0,6.89,0,21739.0,0,3,0,9,2012,3,17724.0,43.0,21634.0,55.0,18136.0,57.0,20877.0,54.0,20676.0,52.0,19609.85714285714,1457.1021959779673,2012-09-27,21739.0
2012-09-28,16.0,66.0,10.08,0,19610.0,0,4,0,9,2012,3,21739.0,48.0,21052.0,68.0,21411.0,63.0,22423.0,61.0,21933.0,80.0,19624.85714285714,1481.7445156044328,2012-09-28,19610.0
2012-09-29,16.0,105.0,9.3,0,25882.0,0,5,1,9,2012,3,19610.0,66.0,19864.0,107.0,23280.0,91.0,22728.0,83.0,23343.0,126.0,19418.85714285714,1344.1126476318175,2012-09-29,25882.0
2012-09-30,9.0,66.0,11.06,0,24303.0,0,6,1,9,2012,3,25882.0,105.0,18728.0,78.0,23433.0,66.0,21703.0,66.0,23365.0,109.0,20278.571428571428,2805.950097984809,2012-09-30,24303.0
2012-10-01,5.0,37.0,9.96,0,18729.0,0,0,0,10,2012,3,24303.0,66.0,20058.0,43.0,22817.0,44.0,25937.0,150.0,22647.0,111.0,21075.0,3071.150707253989,2012-10-01,18729.0
2012-10-02,9.0,44.0,7.19,0,22639.0,0,1,0,10,2012,3,18729.0,37.0,18209.0,38.0,22020.0,40.0,41318.0,172.0,19172.0,43.0,20885.14285714286,3183.5228614734056,2012-10-02,22639.0
2012-10-03,7.0,41.0,7.29,0,20121.0,0,2,0,10,2012,3,22639.0,44.0,17724.0,43.0,20609.0,40.0,32062.0,167.0,16057.0,40.0,21518.0,2997.7665019143847,2012-10-03,20121.0
2012-10-04,10.0,55.0,11.95,0,20193.0,0,3,0,10,2012,3,20121.0,41.0,21739.0,48.0,21634.0,55.0,18136.0,57.0,20877.0,54.0,21860.428571428572,2603.074967363463,2012-10-04,20193.0
2012-10-05,14.0,67.0,9.97,0,27049.0,0,4,0,10,2012,3,20193.0,55.0,19610.0,66.0,21052.0,68.0,21411.0,63.0,22423.0,61.0,21639.571428571428,2679.556048872206,2012-10-05,27049.0
2012-10-06,34.74000000000001,396.4900000000001,9.03,1,49367.0,0,5,1,10,2012,3,27049.0,67.0,25882.0,105.0,19864.0,107.0,23280.0,91.0,22728.0,83.0,22702.285714285714,3170.62952289109,2012-10-06,49367.0
2012-10-07,34.74000000000001,287.0,10.08,1,38587.0,0,6,1,10,2012,3,49367.0,396.4900000000001,24303.0,66.0,18728.0,78.0,23433.0,66.0,21703.0,66.0,26057.285714285714,10664.751750732969,2012-10-07,38587.0
2012-10-08,17.0,178.0,11.69,1,26393.0,1,0,0,10,2012,3,38587.0,287.0,18729.0,37.0,20058.0,43.0,22817.0,44.0,25937.0,150.0,28097.85714285714,11598.780674832038,2012-10-08,26393.0
2012-10-09,10.0,37.0,8.68,0,20959.0,0,1,0,10,2012,3,26393.0,178.0,22639.0,44.0,18209.0,38.0,22020.0,40.0,41318.0,172.0,29192.714285714286,10908.180014928947,2012-10-09,20959.0
2012-10-10,8.0,38.0,11.16,0,18132.0,0,2,0,10,2012,3,20959.0,37.0,20121.0,41.0,17724.0,43.0,20609.0,40.0,32062.0,167.0,28952.714285714286,11093.316512120948,2012-10-10,18132.0
2012-10-11,11.0,53.0,8.17,0,19649.0,0,3,0,10,2012,3,18132.0,38.0,20193.0,55.0,21739.0,48.0,21634.0,55.0,18136.0,57.0,28668.571428571428,11379.027109220762,2012-10-11,19649.0
2012-10-12,15.0,84.0,11.06,0,23299.0,0,4,0,10,2012,3,19649.0,53.0,27049.0,67.0,19610.0,66.0,21052.0,68.0,21411.0,63.0,28590.85714285714,11448.206765378462,2012-10-12,23299.0
2012-10-13,12.0,114.0,11.17,0,32821.0,0,5,1,10,2012,3,23299.0,84.0,49367.0,396.4900000000001,25882.0,105.0,19864.0,107.0,23280.0,91.0,28055.14285714286,11618.850551705069,2012-10-13,32821.0
2012-10-14,14.0,81.0,7.43,0,18949.0,0,6,1,10,2012,3,32821.0,114.0,38587.0,287.0,24303.0,66.0,18728.0,78.0,23433.0,66.0,25691.428571428572,7521.017791432732,2012-10-14,18949.0
2012-10-15,9.0,41.0,11.68,0,14021.0,0,0,0,10,2012,3,18949.0,81.0,26393.0,178.0,18729.0,37.0,20058.0,43.0,22817.0,44.0,22886.0,5219.607680020926,2012-10-15,14021.0
2012-10-16,9.0,49.0,7.65,0,20496.0,0,1,0,10,2012,3,14021.0,41.0,20959.0,37.0,22639.0,44.0,18209.0,38.0,22020.0,40.0,21118.571428571428,5886.260495344029,2012-10-16,20496.0
2012-10-17,8.0,44.0,6.57,0,16147.0,0,2,0,10,2012,3,20496.0,49.0,18132.0,38.0,20121.0,41.0,17724.0,43.0,20609.0,40.0,21052.428571428572,5890.95187150439,2012-10-17,16147.0
2012-10-18,16.0,52.0,13.26,0,22139.0,0,3,0,10,2012,3,16147.0,44.0,19649.0,53.0,20193.0,55.0,21739.0,48.0,21634.0,55.0,20768.85714285714,6099.061688177173,2012-10-18,22139.0
2012-10-19,23.0,73.0,15.2,0,23193.0,0,4,0,10,2012,3,22139.0,52.0,23299.0,84.0,27049.0,67.0,19610.0,66.0,21052.0,68.0,21124.571428571428,6095.4737813436395,2012-10-19,23193.0
2012-10-20,17.0,137.0,15.83,0,25768.0,0,5,1,10,2012,3,23193.0,73.0,32821.0,114.0,49367.0,396.4900000000001,25882.0,105.0,19864.0,107.0,21109.428571428572,6089.300120077928,2012-10-20,25768.0
2012-10-21,18.0,84.0,13.35,0,27035.0,0,6,1,10,2012,3,25768.0,137.0,18949.0,81.0,38587.0,287.0,24303.0,66.0,18728.0,78.0,20101.85714285714,4080.6951380278265,2012-10-21,27035.0
2012-10-22,8.0,41.0,7.36,0,22795.0,0,0,0,10,2012,3,27035.0,84.0,14021.0,41.0,26393.0,178.0,18729.0,37.0,20058.0,43.0,21257.0,4783.850297267545,2012-10-22,22795.0
2012-10-23,8.0,50.0,9.57,0,20847.0,0,1,0,10,2012,3,22795.0,41.0,20496.0,49.0,20959.0,37.0,22639.0,44.0,18209.0,38.0,22510.428571428572,3566.4993975018456,2012-10-23,20847.0
2012-10-24,13.0,56.0,7.98,0,22449.0,0,2,0,10,2012,3,20847.0,50.0,16147.0,44.0,18132.0,38.0,20121.0,41.0,17724.0,43.0,22560.571428571428,3535.792690809378,2012-10-24,22449.0
2012-10-25,13.0,53.0,6.76,0,27938.0,0,3,0,10,2012,3,22449.0,56.0,22139.0,52.0,19649.0,53.0,20193.0,55.0,21739.0,48.0,23460.85714285714,2168.560538588642,2012-10-25,27938.0
2012-10-26,21.0,68.0,8.39,0,24977.0,0,4,0,10,2012,3,27938.0,53.0,23193.0,73.0,23299.0,84.0,27049.0,67.0,19610.0,66.0,24289.285714285714,2636.581543987455,2012-10-26,24977.0
2012-10-27,16.0,84.0,11.3,0,32001.0,0,5,1,10,2012,3,24977.0,68.0,25768.0,137.0,32821.0,114.0,49367.0,396.4900000000001,25882.0,105.0,24544.14285714286,2598.904155509363,2012-10-27,32001.0
2012-10-28,17.0,61.0,9.26,0,25932.0,0,6,1,10,2012,3,32001.0,84.0,27035.0,84.0,18949.0,81.0,38587.0,287.0,24303.0,66.0,25434.571428571428,3853.19494519993,2012-10-28,25932.0
2012-10-29,8.0,38.0,10.6,0,21144.0,0,0,0,10,2012,3,25932.0,61.0,22795.0,41.0,14021.0,41.0,26393.0,178.0,18729.0,37.0,25277.0,3799.011494235486,2012-10-29,21144.0
2012-10-30,9.0,44.0,6.1,0,25462.0,0,1,0,10,2012,3,21144.0,38.0,20847.0,50.0,20496.0,49.0,20959.0,37.0,22639.0,44.0,25041.14285714286,4023.4084815643346,2012-10-30,25462.0
2012-10-31,11.0,55.0,6.74,0,25042.0,0,2,0,10,2012,3,25462.0,44.0,22449.0,56.0,16147.0,44.0,18132.0,38.0,20121.0,41.0,25700.428571428572,3574.6929405261676,2012-10-31,25042.0
2012-11-01,11.0,53.0,11.15,0,20905.0,0,3,0,11,2012,3,25042.0,55.0,27938.0,53.0,22139.0,52.0,19649.0,53.0,20193.0,55.0,26070.85714285714,3305.848273820775,2012-11-01,20905.0
2012-11-02,17.0,82.0,5.91,0,17758.0,0,4,0,11,2012,3,20905.0,53.0,24977.0,68.0,23193.0,73.0,23299.0,84.0,27049.0,67.0,25066.14285714286,3690.2009623944823,2012-11-02,17758.0
2012-11-03,13.0,115.0,6.9,0,32850.0,0,5,1,11,2012,3,17758.0,82.0,32001.0,84.0,25768.0,137.0,32821.0,114.0,49367.0,396.4900000000001,24034.85714285714,4612.693588659146,2012-11-03,32850.0
2012-11-04,14.0,86.0,10.51,0,25815.0,0,6,1,11,2012,3,32850.0,115.0,25932.0,61.0,27035.0,84.0,18949.0,81.0,38587.0,287.0,24156.14285714286,4861.515416293276,2012-11-04,25815.0
2012-11-05,6.0,41.0,9.3,0,27991.0,0,0,0,11,2012,3,25815.0,86.0,21144.0,38.0,22795.0,41.0,14021.0,41.0,26393.0,178.0,24139.428571428572,4854.588477483372,2012-11-05,27991.0
2012-11-06,9.0,41.0,10.36,0,24281.0,0,1,0,11,2012,3,27991.0,41.0,25462.0,44.0,20847.0,50.0,20496.0,49.0,20959.0,37.0,25117.571428571428,4840.227985578878,2012-11-06,24281.0
2012-11-07,11.0,47.0,11.44,0,22465.0,0,2,0,11,2012,3,24281.0,41.0,25042.0,55.0,22449.0,56.0,16147.0,44.0,18132.0,38.0,24948.85714285714,4846.799818043913,2012-11-07,22465.0
2012-11-08,15.0,55.0,7.07,0,25771.0,0,3,0,11,2012,3,22465.0,47.0,20905.0,53.0,27938.0,53.0,22139.0,52.0,19649.0,53.0,24580.714285714286,4935.60157475884,2012-11-08,25771.0
2012-11-09,19.0,79.0,8.96,0,32106.0,0,4,0,11,2012,3,25771.0,55.0,17758.0,82.0,24977.0,68.0,23193.0,73.0,23299.0,84.0,25275.85714285714,4666.98183799664,2012-11-09,32106.0
2012-11-10,34.74000000000001,396.4900000000001,11.01,1,49606.27,0,5,1,11,2012,3,32106.0,79.0,32850.0,115.0,32001.0,84.0,25768.0,137.0,32821.0,114.0,27325.571428571428,3903.1545300838734,2012-11-10,49606.27
2012-11-11,34.74000000000001,357.0,8.54,1,46619.0,1,6,1,11,2012,3,49606.27,396.4900000000001,25815.0,86.0,25932.0,61.0,27035.0,84.0,18949.0,81.0,29719.324285714283,9284.463189622857,2012-11-11,46619.0
2012-11-12,19.0,315.0,9.86,1,49588.0,1,0,0,11,2012,3,46619.0,357.0,27991.0,41.0,21144.0,38.0,22795.0,41.0,14021.0,41.0,32691.324285714283,10997.979688991145,2012-11-12,49588.0
2012-11-13,10.0,47.0,6.98,0,24748.0,0,1,0,11,2012,3,49588.0,315.0,24281.0,41.0,25462.0,44.0,20847.0,50.0,20496.0,49.0,35776.61,12399.630570223982,2012-11-13,24748.0
2012-11-14,12.0,50.0,8.61,0,22983.0,0,2,0,11,2012,3,24748.0,47.0,22465.0,47.0,25042.0,55.0,22449.0,56.0,16147.0,44.0,35843.32428571428,12328.524265274482,2012-11-14,22983.0
2012-11-15,14.0,60.0,11.58,0,23143.0,0,3,0,11,2012,3,22983.0,50.0,25771.0,55.0,20905.0,53.0,27938.0,53.0,22139.0,52.0,35917.32428571428,12236.047233459902,2012-11-15,23143.0
2012-11-16,22.0,89.0,15.72,0,28003.0,0,4,0,11,2012,3,23143.0,60.0,32106.0,79.0,17758.0,82.0,24977.0,68.0,23193.0,73.0,35541.89571428571,12633.117519419415,2012-11-16,28003.0
2012-11-17,28.0,159.0,20.83,0,42168.0,0,5,1,11,2012,3,28003.0,89.0,49606.27,396.4900000000001,32850.0,115.0,32001.0,84.0,25768.0,137.0,34955.752857142856,12911.226217555415,2012-11-17,42168.0
2012-11-18,21.0,116.0,15.61,0,32571.0,0,6,1,11,2012,3,42168.0,159.0,46619.0,357.0,25815.0,86.0,25932.0,61.0,27035.0,84.0,33893.142857142855,11759.205265501167,2012-11-18,32571.0
2012-11-19,15.0,78.0,9.23,0,29324.0,0,0,0,11,2012,3,32571.0,116.0,49588.0,315.0,27991.0,41.0,21144.0,38.0,22795.0,41.0,31886.285714285714,10338.292439829149,2012-11-19,29324.0
2012-11-20,14.0,82.0,15.41,0,32554.0,0,1,0,11,2012,3,29324.0,78.0,24748.0,47.0,24281.0,41.0,25462.0,44.0,20847.0,50.0,28991.428571428572,6780.302079237645,2012-11-20,32554.0
2012-11-21,13.0,89.0,14.78,0,29887.0,0,2,0,11,2012,3,32554.0,82.0,22983.0,50.0,22465.0,47.0,25042.0,55.0,22449.0,56.0,30106.571428571428,6605.747519071124,2012-11-21,29887.0
2012-11-22,7.0,130.0,15.85,0,27355.0,1,3,0,11,2012,3,29887.0,89.0,23143.0,60.0,25771.0,55.0,20905.0,53.0,27938.0,53.0,31092.85714285714,5835.3666959489765,2012-11-22,27355.0
2012-11-23,34.74000000000001,396.4900000000001,16.58,0,49606.27,0,4,0,11,2012,3,27355.0,130.0,28003.0,89.0,32106.0,79.0,17758.0,82.0,24977.0,68.0,31694.571428571428,5042.254021670031,2012-11-23,49606.27
2012-11-24,21.0,163.0,17.12,0,36725.0,0,5,1,11,2012,3,49606.27,396.4900000000001,42168.0,159.0,49606.27,396.4900000000001,32850.0,115.0,32001.0,84.0,34780.75285714286,8093.985309530181,2012-11-24,36725.0
2012-11-25,22.0,122.0,18.26,0,36341.0,0,6,1,11,2012,3,36725.0,163.0,32571.0,116.0,46619.0,357.0,25815.0,86.0,25932.0,61.0,34003.18142857143,7506.13021095075,2012-11-25,36341.0
2012-11-26,9.0,48.0,15.2,0,35272.0,0,0,0,11,2012,3,36341.0,122.0,29324.0,78.0,49588.0,315.0,27991.0,41.0,21144.0,38.0,34541.75285714286,7521.477937716567,2012-11-26,35272.0
